"","x"
"1",0
"2",3
"3",5
"4",3
"5",2
"6",3
"7",3
"8",1
"9",3
"10",2
"11",1
"12",3
"13",2
"14",3
"15",0
"16",5
"17",3
"18",3
"19",4
"20",4
"21",4
"22",2
"23",4
"24",5
"25",1
"26",3
"27",1
"28",3
"29",4
"30",1
"31",3
"32",1
"33",3
"34",5
"35",1
"36",0
"37",4
"38",3
"39",4
"40",4
"41",1
"42",3
"43",4
"44",3
"45",3
"46",6
"47",5
"48",3
"49",4
"50",2
"51",1
"52",2
"53",2
"54",2
"55",3
"56",1
"57",3
"58",3
"59",5
"60",2
"61",1
"62",3
"63",2
"64",3
"65",2
"66",4
"67",3
"68",3
"69",4
"70",3
"71",5
"72",2
"73",2
"74",0
"75",2
"76",2
"77",2
"78",1
"79",1
"80",4
"81",1
"82",1
"83",3
"84",3
"85",2
"86",2
"87",3
"88",2
"89",1
"90",2
"91",0
"92",2
"93",1
"94",0
"95",2
"96",5
"97",2
"98",3
"99",3
"100",3
"101",2
"102",2
"103",4
"104",5
"105",2
"106",2
"107",1
"108",3
"109",4
"110",1
"111",4
"112",2
"113",3
"114",2
"115",2
"116",2
"117",3
"118",0
"119",3
"120",3
"121",2
"122",4
"123",3
"124",2
"125",3
"126",3
"127",4
"128",1
"129",3
"130",2
"131",4
"132",3
"133",1
"134",3
"135",2
"136",2
"137",1
"138",4
"139",3
"140",3
"141",3
"142",1
"143",2
"144",4
"145",3
"146",3
"147",5
"148",1
"149",0
"150",1
"151",3
"152",0
"153",6
"154",1
"155",2
"156",3
"157",3
"158",0
"159",4
"160",2
"161",3
"162",2
"163",1
"164",4
"165",2
"166",2
"167",3
"168",1
"169",3
"170",4
"171",3
"172",4
"173",3
"174",4
"175",0
"176",4
"177",2
"178",4
"179",3
"180",3
"181",2
"182",2
"183",1
"184",4
"185",3
"186",4
"187",5
"188",2
"189",3
"190",2
"191",2
"192",3
"193",2
"194",4
"195",3
"196",5
"197",0
"198",2
"199",3
"200",1
"201",4
"202",2
"203",2
"204",5
"205",1
"206",4
"207",1
"208",4
"209",3
"210",1
"211",4
"212",2
"213",1
"214",4
"215",3
"216",4
"217",2
"218",2
"219",2
"220",2
"221",6
"222",3
"223",2
"224",5
"225",3
"226",5
"227",4
"228",2
"229",6
"230",1
"231",2
"232",2
"233",1
"234",5
"235",4
"236",2
"237",3
"238",2
"239",2
"240",2
"241",2
"242",2
"243",4
"244",3
"245",0
"246",5
"247",6
"248",1
"249",0
"250",2
"251",1
"252",2
"253",3
"254",3
"255",3
"256",3
"257",5
"258",5
"259",2
"260",2
"261",2
"262",2
"263",4
"264",3
"265",4
"266",6
"267",4
"268",3
"269",3
"270",0
"271",2
"272",3
"273",1
"274",1
"275",3
"276",4
"277",2
"278",4
"279",2
"280",3
"281",3
"282",2
"283",1
"284",1
"285",2
"286",3
"287",1
"288",3
"289",7
"290",1
"291",5
"292",3
"293",0
"294",2
"295",3
"296",2
"297",3
"298",1
"299",3
"300",1
"301",2
"302",3
"303",3
"304",2
"305",2
"306",3
"307",3
"308",2
"309",3
"310",1
"311",2
"312",4
"313",3
"314",5
"315",6
"316",3
"317",1
"318",1
"319",3
"320",2
"321",0
"322",1
"323",1
"324",2
"325",2
"326",6
"327",1
"328",3
"329",3
"330",0
"331",3
"332",2
"333",3
"334",4
"335",5
"336",2
"337",1
"338",2
"339",3
"340",2
"341",1
"342",4
"343",1
"344",1
"345",4
"346",3
"347",5
"348",2
"349",4
"350",1
"351",1
"352",3
"353",5
"354",3
"355",1
"356",3
"357",3
"358",4
"359",3
"360",3
"361",3
"362",1
"363",1
"364",3
"365",2
"366",2
"367",2
"368",5
"369",3
"370",3
"371",3
"372",1
"373",4
"374",3
"375",4
"376",2
"377",1
"378",0
"379",0
"380",3
"381",1
"382",3
"383",2
"384",2
"385",3
"386",1
"387",3
"388",4
"389",4
"390",5
"391",1
"392",5
"393",3
"394",4
"395",4
"396",3
"397",0
"398",2
"399",2
"400",2
"401",2
"402",1
"403",4
"404",3
"405",3
"406",5
"407",0
"408",3
"409",2
"410",2
"411",5
"412",2
"413",2
"414",2
"415",2
"416",5
"417",1
"418",6
"419",0
"420",2
"421",1
"422",2
"423",2
"424",4
"425",1
"426",5
"427",0
