"","x"
"640",5
"641",13
"642",14
"643",9
"644",9
"645",9
"646",10
"647",10
"648",9
"649",10
"650",11
"651",11
"652",10
"653",11
"654",13
"655",12
"656",8
"657",15
"658",15
"659",14
"660",9
"661",11
"662",9
"663",11
"664",14
"665",13
"666",12
"667",13
"668",14
"669",10
"670",12
"671",9
"672",10
"673",12
"674",9
"675",11
"676",9
"677",14
"678",13
"679",8
"680",7
"681",14
"682",6
"683",13
"684",14
"685",14
"686",15
"687",15
"688",10
"689",11
"690",12
"691",12
"692",10
"693",9
"694",13
"695",9
"696",9
"697",10
"698",13
"699",10
"700",13
"701",10
"702",11
"703",12
"704",8
"705",13
"706",9
"707",13
"708",13
"709",14
"710",11
"711",9
"712",9
"713",11
"714",11
"715",12
"716",11
"717",7
"718",9
"719",11
"720",14
"721",10
"722",9
"723",13
"724",14
"725",11
"726",7
"727",11
"728",8
"729",11
"730",13
"731",10
"732",12
"733",12
"734",10
"735",13
"736",15
"737",11
"738",10
"739",12
"740",11
"741",6
"742",9
"743",8
"744",10
"745",10
"746",10
"747",10
"748",15
"749",13
"750",12
"751",12
"752",12
"753",9
"754",10
"755",11
"756",10
"757",10
"758",14
"759",9
"760",13
"761",12
"762",11
"763",15
"764",9
"765",12
"766",8
"767",15
"768",9
"769",7
"770",14
"771",8
"772",8
"773",12
"774",12
"775",14
"776",10
"777",11
"778",13
"779",11
"780",12
"781",11
"782",12
"783",14
"784",7
"785",9
"786",10
"787",7
"788",15
"789",3
"790",10
"791",11
"792",13
"793",13
"794",12
"795",10
"796",11
"797",10
"798",14
"799",10
"800",12
"801",11
"802",12
"803",15
"804",9
"805",12
"806",10
"807",13
"808",8
"809",7
"810",10
"811",10
"812",12
"813",9
"814",7
"815",13
"816",10
"817",6
"818",12
"819",10
"820",13
"821",17
"822",13
"823",11
"824",14
"825",13
"826",14
"827",13
"828",11
"829",11
"830",13
"831",10
"832",12
"833",9
"834",11
"835",11
"836",11
"837",7
"838",13
"839",8
"840",13
"841",13
"842",15
"843",8
"844",13
"845",10
"846",13
"847",10
"848",14
"849",10
"850",11
"851",14
"852",12
"853",11
"854",12
"855",15
"856",12
"857",14
"858",13
"859",10
"860",10
"861",6
"862",16
"863",9
"864",11
"865",16
"866",11
"867",11
"868",9
"869",8
"870",16
"871",12
"872",11
"873",9
"874",9
"875",10
"876",13
"877",14
"878",12
"879",7
"880",9
"881",10
"882",9
"883",12
"884",9
"885",14
"886",14
"887",9
"888",10
"889",13
"890",13
"891",3
"892",8
"893",11
"894",11
"895",12
"896",14
"897",11
"898",11
"899",17
"900",15
"901",10
"902",11
"903",9
"904",10
"905",8
"906",14
"907",3
"908",10
"909",12
"910",11
"911",11
"912",13
"913",13
"914",11
"915",11
"916",12
"917",11
"918",10
"919",10
"920",11
"921",10
"922",14
"923",8
"924",9
"925",10
"926",11
"927",9
"928",14
"929",10
"930",14
"931",15
"932",9
"933",10
"934",9
"935",5
"936",10
"937",14
"938",13
"939",13
"940",12
"941",11
"942",13
"943",9
"944",12
"945",14
"946",13
"947",13
"948",10
"949",10
"950",12
"951",10
"952",10
"953",8
"954",12
"955",6
"956",13
"957",14
"958",11
"959",10
"960",15
"961",4
"962",12
"963",12
"964",11
"965",12
"966",13
"967",11
"968",11
"969",9
"970",10
"971",9
"972",12
"973",5
"974",10
"975",12
"976",9
"977",6
"978",11
"979",7
"980",9
"981",10
"982",9
"983",11
"984",9
"985",11
"986",12
"987",14
"988",7
"989",12
"990",13
"991",10
"992",6
"993",15
"994",14
"995",12
"996",12
"997",12
"998",15
"999",8
"1000",9
"1001",10
"1002",14
"1003",11
"1004",12
"1005",11
"1006",11
"1007",7
"1008",14
"1009",11
"1010",12
"1011",9
"1012",13
"1013",9
"1014",9
"1015",10
"1016",13
"1017",14
"1018",11
"1019",12
"1020",13
"1021",13
"1022",14
"1023",11
"1024",7
"1025",14
"1026",9
"1027",12
"1028",12
"1029",13
"1030",7
"1031",8
"1032",14
"1033",15
"1034",11
"1035",9
"1036",13
"1037",12
"1038",14
"1039",14
"1040",6
"1041",11
"1042",7
"1043",10
"1044",12
"1045",12
"1046",9
"1047",8
"1048",11
"1049",12
"1050",13
"1051",8
"1052",13
"1053",11
"1054",13
"1055",12
"1056",12
"1057",14
"1058",6
"1059",15
"1060",10
"1061",14
"1062",13
"1063",9
"1064",13
"1065",8
"1066",9
"1067",11
"1068",10
"1069",14
"1070",13
"1071",13
"1072",11
"1073",13
"1074",7
"1075",13
"1076",12
"1077",11
"1078",12
"1079",15
"1080",7
"1081",10
"1082",9
"1083",15
"1084",15
"1085",8
"1086",11
"1087",12
"1088",15
"1089",13
"1090",13
"1091",11
"1092",15
"1093",7
"1094",12
"1095",12
"1096",10
"1097",12
"1098",12
"1099",10
"1100",11
"1101",14
"1102",10
"1103",15
"1104",9
"1105",10
"1106",12
"1107",14
"1108",13
"1109",13
"1110",11
"1111",12
"1112",11
"1113",9
"1114",14
"1115",10
"1116",9
"1117",9
"1118",12
"1119",15
"1120",12
"1121",8
"1122",7
"1123",9
"1124",11
"1125",14
"1126",11
"1127",10
"1128",9
"1129",8
"1130",12
"1131",7
"1132",11
"1133",10
"1134",12
"1135",2
"1136",10
"1137",14
"1138",14
"1139",10
"1140",11
"1141",14
"1142",11
"1143",12
"1144",9
"1145",10
"1146",12
"1147",10
"1148",9
"1149",10
"1150",10
"1151",13
"1152",12
"1153",14
"1154",9
"1155",9
"1156",11
"1157",13
"1158",13
"1159",12
"1160",12
"1161",11
"1162",11
"1163",10
"1164",9
"1165",9
"1166",13
"1167",12
"1168",14
"1169",6
"1170",14
"1171",14
"1172",9
"1173",15
"1174",10
"1175",12
"1176",13
"1177",12
"1178",13
"1179",13
"1180",11
"1181",12
"1182",12
"1183",19
"1184",9
"1185",11
"1186",12
"1187",14
"1188",9
"1189",13
"1190",10
"1191",14
"1192",10
"1193",5
"1194",12
"1195",13
"1196",15
"1197",16
"1198",11
"1199",12
"1200",10
"1201",15
"1202",8
"1203",14
"1204",11
"1205",12
"1206",11
"1207",3
"1208",13
"1209",9
"1210",10
"1211",11
"1212",11
"1213",8
"1214",14
"1215",12
"1216",11
"1217",8
"1218",9
"1219",11
"1220",12
"1221",10
"1222",7
"1223",7
"1224",10
"1225",8
"1226",13
"1227",8
"1228",11
"1229",15
"1230",9
"1231",11
"1232",12
"1233",12
"1234",12
"1235",9
"1236",10
"1237",9
"1238",9
"1239",10
"1240",12
"1241",11
"1242",16
"1243",14
"1244",11
"1245",10
"1246",11
"1247",7
"1248",13
"1249",7
"1250",13
