"","x"
"1",2
"2",6
"3",6
"4",5
"5",4
"6",5
"7",5
"8",4
"9",6
"10",4
"11",4
"12",5
"13",3
"14",2
"15",4
"16",6
"17",3
"18",1
"19",5
"20",3
"21",5
"22",5
"23",6
"24",5
"25",5
"26",7
"27",6
"28",6
"29",5
"30",1
"31",4
"32",6
"33",4
"34",5
"35",3
"36",5
"37",4
"38",6
"39",4
"40",4
"41",5
"42",3
"43",5
"44",1
"45",4
"46",5
"47",5
"48",6
"49",5
"50",3
"51",4
"52",5
"53",6
"54",4
"55",4
"56",7
"57",2
"58",2
"59",7
"60",5
"61",3
"62",4
"63",4
"64",6
"65",4
"66",6
"67",4
"68",6
"69",6
"70",5
"71",2
"72",3
"73",3
"74",5
"75",4
"76",3
"77",3
"78",8
"79",3
"80",3
"81",6
"82",6
"83",4
"84",6
"85",5
"86",2
"87",6
"88",3
"89",6
"90",4
"91",3
"92",5
"93",3
"94",7
"95",7
"96",3
"97",4
"98",6
"99",4
"100",6
"101",4
"102",4
"103",1
"104",6
"105",6
"106",8
"107",3
"108",4
"109",6
"110",5
"111",3
"112",4
"113",4
"114",2
"115",6
"116",7
"117",6
"118",5
"119",5
"120",4
"121",0
"122",9
"123",4
"124",4
"125",6
"126",6
"127",7
"128",2
"129",5
"130",6
"131",5
"132",4
"133",5
"134",5
"135",6
"136",3
"137",4
"138",5
"139",6
"140",5
"141",7
"142",6
"143",5
"144",6
"145",4
"146",1
"147",5
"148",4
"149",4
"150",4
"151",5
"152",3
"153",5
"154",4
"155",5
"156",4
"157",5
"158",3
"159",3
"160",7
"161",4
"162",5
"163",4
"164",5
"165",1
"166",5
"167",6
"168",5
"169",3
"170",2
"171",4
"172",2
"173",5
"174",3
"175",3
"176",4
"177",6
"178",5
"179",5
"180",9
"181",6
"182",2
"183",5
"184",4
"185",6
"186",4
"187",6
"188",3
"189",5
"190",3
"191",6
"192",5
"193",2
"194",1
"195",7
"196",4
"197",4
"198",4
"199",4
"200",5
"201",2
"202",5
"203",7
"204",3
"205",4
"206",5
"207",6
"208",5
"209",6
"210",3
"211",6
"212",6
"213",6
"214",5
"215",4
"216",5
"217",4
"218",4
"219",4
"220",4
"221",5
"222",8
"223",6
"224",3
"225",4
"226",7
"227",6
"228",5
"229",2
"230",4
"231",6
"232",3
"233",3
"234",5
"235",6
"236",5
"237",6
"238",2
"239",3
"240",6
"241",4
"242",5
"243",3
"244",6
"245",5
"246",1
"247",4
"248",5
"249",6
"250",4
"251",5
"252",6
"253",6
"254",7
"255",4
"256",9
"257",5
"258",3
"259",4
"260",5
"261",5
"262",4
"263",5
"264",4
"265",7
"266",6
"267",4
"268",7
"269",2
"270",4
"271",5
"272",6
"273",6
"274",6
"275",8
"276",5
"277",4
"278",4
"279",5
"280",3
"281",4
"282",5
"283",4
"284",6
"285",9
"286",7
"287",4
