"","V1","V2","V3","V4","V5","V6"
"1",8,36,4,0,0,0
"2",36,4,4,4,0,0
"3",4,0,0,0,4,0
"4",44,0,0,4,0,0
"5",40,4,0,0,4,0
"6",0,0,0,0,4,0
"7",0,32,4,12,0,0
"8",0,0,0,4,0,0
"9",44,0,0,0,4,0
"10",0,0,0,4,0,0
"11",8,0,32,4,4,0
"12",0,4,20,8,12,4
"13",44,4,0,0,0,0
"14",44,0,0,0,4,0
"15",48,0,0,0,0,0
"16",0,36,4,0,8,0
"17",44,0,0,0,4,0
"18",8,0,0,4,0,4
"19",0,32,12,4,0,0
"20",28,16,4,0,0,0
"21",0,32,8,4,4,0
"22",0,24,4,12,0,8
"23",4,24,8,8,4,0
"24",0,36,4,0,8,0
"25",0,0,0,0,4,0
"26",4,36,0,4,4,0
"27",4,0,0,4,0,0
"28",40,0,0,4,4,0
"29",36,4,4,4,0,0
"30",40,8,0,0,0,0
"31",44,0,0,0,4,0
"32",40,0,4,0,4,0
"33",4,36,8,0,0,0
"34",20,24,0,0,4,0
"35",0,36,4,4,4,0
"36",0,32,8,4,4,0
"37",36,8,0,4,0,0
"38",28,4,8,4,4,0
"39",4,12,24,4,4,0
"40",0,16,20,4,4,4
"41",16,4,0,4,4,0
"42",4,4,0,4,0,0
"43",16,4,4,0,0,0
"44",0,4,0,0,4,0
"45",0,36,0,12,0,0
"46",44,4,0,0,0,0
"47",44,0,0,0,4,0
"48",36,8,0,0,4,0
"49",4,40,4,0,0,0
"50",12,4,0,0,4,0
"51",36,4,4,4,0,0
"52",0,4,0,0,0,0
"53",0,0,0,0,4,0
"54",4,4,4,0,0,0
"55",0,8,36,4,0,0
"56",44,0,0,4,0,0
"57",24,20,0,0,4,0
"58",24,8,8,4,4,0
"59",12,4,0,0,8,4
"60",0,0,0,0,4,0
"61",36,4,0,4,4,0
"62",44,0,0,4,0,0
"63",4,32,8,0,0,4
"64",28,16,4,0,0,0
"65",40,4,0,0,4,0
"66",4,4,4,0,0,0
"67",12,32,0,0,4,0
"68",24,8,0,0,0,0
"69",28,4,0,12,0,4
"70",4,32,0,4,8,0
"71",16,24,4,0,4,0
"72",36,8,0,4,0,0
"73",8,4,0,0,4,0
"74",28,12,0,4,4,0
"75",44,0,0,0,4,0
"76",16,32,0,0,0,0
"77",40,4,0,0,4,0
"78",32,16,0,0,0,0
"79",0,0,0,0,4,0
"80",20,16,4,4,4,0
"81",12,4,0,0,4,0
"82",8,8,4,0,0,0
"83",4,36,8,0,0,0
"84",20,24,0,4,0,0
"85",40,4,4,0,0,0
"86",0,44,0,0,4,0
"87",0,0,0,0,4,0
"88",28,16,0,4,0,0
"89",36,4,4,4,0,0
"90",24,20,4,0,0,0
"91",44,4,0,0,0,0
"92",32,8,4,4,0,0
"93",4,40,0,0,4,0
"94",32,4,0,0,12,0
"95",16,28,4,0,0,0
"96",8,4,4,0,0,0
"97",32,8,0,4,4,0
"98",44,4,0,0,0,0
"99",0,36,12,0,0,0
"100",4,0,0,0,0,0
"101",0,20,8,12,4,4
"102",20,28,0,0,0,0
"103",0,0,0,0,4,0
"104",4,44,0,0,0,0
"105",44,0,0,4,0,0
"106",8,0,4,0,0,0
"107",44,0,4,0,0,0
"108",16,24,0,4,0,4
"109",4,28,12,4,0,0
"110",36,4,4,0,4,0
"111",20,16,8,0,4,0
"112",16,0,0,4,4,0
"113",40,0,4,4,0,0
"114",16,28,0,4,0,0
"115",44,0,0,4,0,0
"116",40,8,0,0,0,0
"117",40,4,0,4,0,0
"118",40,0,0,4,4,0
"119",0,24,20,4,0,0
"120",36,0,4,4,4,0
"121",36,4,4,0,4,0
"122",24,20,4,0,0,0
"123",28,12,0,4,4,0
"124",36,4,4,4,0,0
"125",4,12,24,8,0,0
"126",44,0,0,4,0,0
"127",0,12,8,20,0,8
"128",4,36,8,0,0,0
"129",32,12,0,4,0,0
"130",4,4,4,0,0,0
