"","V1","V2","V3","V4","V5","V6"
"1",1,2,8,0,0,0
"2",0,10,3,2,0,0
"3",5,1,0,0,2,0
"4",0,3,6,2,0,0
"5",0,3,11,0,0,0
"6",0,0,8,1,2,3
"7",0,0,0,4,0,0
"8",0,2,7,3,0,3
"9",6,3,0,0,3,0
"10",0,0,0,5,13,0
"11",5,3,3,2,0,0
"12",0,1,11,3,0,2
"13",2,3,2,0,0,0
"14",1,9,0,0,0,0
"15",3,7,0,0,0,0
"16",0,0,13,0,0,0
"17",0,0,1,2,7,7
"18",10,3,0,3,0,0
"19",0,3,5,7,0,0
"20",1,4,4,3,0,0
"21",8,2,4,0,3,0
"22",0,9,4,3,3,0
"23",0,9,4,4,2,0
"24",0,1,9,4,1,0
"25",0,0,0,0,4,0
"26",0,3,8,2,1,0
"27",0,2,8,5,0,0
"28",0,5,11,1,2,0
"29",0,0,0,0,4,0
"30",1,11,0,2,0,0
"31",9,0,0,0,3,0
"32",4,5,0,3,0,0
"33",1,6,3,2,0,0
"34",0,1,9,2,3,0
"35",0,0,0,8,9,1
"36",0,0,8,5,2,0
"37",0,0,0,7,4,3
"38",0,0,0,0,4,0
"39",0,1,7,3,2,0
"40",0,0,11,2,2,3
"41",0,0,1,14,3,0
"42",8,2,2,2,0,0
"43",1,8,5,0,0,0
"44",3,3,0,4,2,0
"45",1,2,7,2,0,0
"46",0,1,5,5,2,0
"47",1,4,8,0,1,0
"48",2,7,2,1,2,0
"49",0,0,0,0,4,0
"50",0,2,8,0,2,0
"51",1,8,4,1,0,0
"52",3,2,3,0,0,0
"53",0,0,0,0,4,0
"54",9,0,2,0,0,0
"55",2,8,2,0,0,0
"56",0,1,0,5,4,6
"57",0,0,2,2,10,0
"58",0,7,4,2,2,0
"59",5,3,3,0,2,3
"60",0,4,8,3,0,0
"61",0,2,10,3,2,0
"62",0,1,2,8,3,0
"63",1,2,8,3,0,0
"64",0,9,3,2,1,0
"65",1,6,5,0,0,0
"66",0,7,4,2,0,0
"67",0,6,5,1,0,0
"68",1,7,2,4,0,0
"69",8,0,0,3,0,0
"70",0,0,5,8,5,0
"71",0,0,10,1,2,3
"72",0,4,6,5,0,0
"73",7,2,0,0,1,0
"74",0,6,7,0,3,0
"75",3,6,0,1,0,0
"76",0,0,9,5,2,0
"77",2,6,2,0,2,0
"78",0,1,4,8,0,1
"79",0,0,0,0,4,0
"80",0,5,8,2,2,0
"81",0,7,5,0,0,0
"82",0,1,0,12,0,1
"83",2,1,4,3,0,0
"84",0,0,0,4,0,0
"85",0,2,4,6,0,0
"86",0,11,3,2,0,0
"87",0,5,6,3,0,0
"88",1,12,0,1,0,0
"89",0,5,6,6,0,0
"90",1,2,9,0,0,0
"91",0,0,7,4,0,0
"92",2,0,0,0,0,0
"93",0,1,8,4,3,0
"94",8,2,0,0,7,0
"95",0,0,6,7,4,0
"96",7,2,7,0,2,0
"97",0,7,8,0,1,0
"98",0,0,0,6,10,1
"99",0,6,6,2,0,0
"100",0,0,0,0,4,0
"101",0,0,3,4,6,6
"102",0,6,9,0,0,0
"103",0,8,6,2,0,0
"104",0,3,4,7,4,0
"105",7,3,2,0,0,0
"106",0,1,1,11,0,0
"107",8,0,1,0,4,0
"108",2,0,0,3,0,0
"109",0,2,6,5,0,0
"110",0,0,10,0,3,0
"111",0,0,2,4,7,3
"112",6,9,0,1,2,0
"113",1,5,2,3,0,0
"114",0,0,7,8,2,0
"115",0,1,9,0,5,0
"116",0,1,8,5,2,0
"117",0,11,0,2,0,0
"118",0,2,9,2,2,0
"119",0,10,5,0,2,0
"120",0,1,7,4,1,3
"121",0,8,7,0,1,0
"122",1,0,11,0,0,0
"123",0,0,9,3,2,0
"124",6,2,2,0,0,0
"125",1,6,7,2,0,0
"126",0,0,5,7,5,0
"127",5,5,0,0,3,0
"128",0,0,1,8,3,7
"129",0,2,11,2,2,0
"130",7,2,2,0,0,0
