"","V1","V2","V3","V4","V5","V6"
"1",28,16,4,0,0,0
"2",0,24,20,4,0,0
"3",44,0,4,0,0,0
"4",0,16,28,4,0,0
"5",0,28,4,4,8,4
"6",36,8,0,0,4,0
"7",0,0,0,4,0,0
"8",4,28,8,4,0,4
"9",36,8,0,0,4,0
"10",0,40,0,4,0,4
"11",8,32,4,0,4,0
"12",0,0,40,4,0,4
"13",4,4,4,0,0,0
"14",4,32,4,4,4,0
"15",20,28,0,0,0,0
"16",4,8,28,0,8,0
"17",32,12,4,0,0,0
"18",40,4,0,4,0,0
"19",8,36,0,4,0,0
"20",4,8,32,4,0,0
"21",8,36,0,0,4,0
"22",4,40,0,4,0,0
"23",0,28,8,8,4,0
"24",16,12,12,0,8,0
"25",0,0,0,0,4,0
"26",8,32,4,0,4,0
"27",36,0,0,12,0,0
"28",0,8,8,28,4,0
"29",0,0,0,0,4,0
"30",8,36,0,4,0,0
"31",4,36,4,0,4,0
"32",4,28,16,0,0,0
"33",4,24,8,12,0,0
"34",0,40,4,0,4,0
"35",0,0,20,20,8,0
"36",0,0,32,12,4,0
"37",0,40,0,4,4,0
"38",40,0,0,4,4,0
"39",40,4,0,0,4,0
"40",0,40,4,4,0,0
"41",32,4,4,4,4,0
"42",36,4,4,4,0,0
"43",12,36,0,0,0,0
"44",0,32,8,4,4,0
"45",40,0,4,4,0,0
"46",4,0,0,4,0,0
"47",44,0,0,0,4,0
"48",20,24,0,0,4,0
"49",20,24,4,0,0,0
"50",40,4,0,0,4,0
"51",0,0,36,8,0,4
"52",40,8,0,0,0,0
"53",0,0,0,0,4,0
"54",44,0,4,0,0,0
"55",0,40,4,4,0,0
"56",4,0,0,0,4,0
"57",40,4,0,4,0,0
"58",0,36,4,4,4,0
"59",36,0,0,0,8,4
"60",12,32,0,4,0,0
"61",0,36,0,8,4,0
"62",36,4,0,4,4,0
"63",4,4,36,4,0,0
"64",0,16,8,8,16,0
"65",40,8,0,0,0,0
"66",4,0,40,4,0,0
"67",40,4,4,0,0,0
"68",36,0,4,4,4,0
"69",44,0,0,4,0,0
"70",20,24,0,4,0,0
"71",4,4,32,0,4,4
"72",36,4,4,4,0,0
"73",24,4,0,0,4,0
"74",0,36,4,0,8,0
"75",20,24,0,0,4,0
"76",12,32,0,4,0,0
"77",8,36,0,0,4,0
"78",36,8,4,0,0,0
"79",0,0,0,0,4,0
"80",0,20,20,4,4,0
"81",16,4,24,0,4,0
"82",0,36,4,4,0,4
"83",16,32,0,0,0,0
"84",4,16,20,4,0,4
"85",28,16,4,0,0,0
"86",0,36,4,4,4,0
"87",0,24,8,4,12,0
"88",4,40,0,4,0,0
"89",4,32,8,4,0,0
"90",44,0,4,0,0,0
"91",12,32,4,0,0,0
"92",40,0,0,4,4,0
"93",4,40,0,0,4,0
"94",32,4,0,0,12,0
"95",0,20,28,0,0,0
"96",32,12,4,0,0,0
"97",36,4,4,0,4,0
"98",44,4,0,0,0,0
"99",0,44,4,0,0,0
"100",36,8,0,4,0,0
"101",0,36,8,0,4,0
"102",4,44,0,0,0,0
"103",36,8,0,0,4,0
"104",4,44,0,0,0,0
"105",44,0,0,4,0,0
"106",4,32,12,0,0,0
"107",28,12,0,4,4,0
"108",0,36,0,4,8,0
"109",0,44,4,0,0,0
"110",36,8,0,0,4,0
"111",44,0,4,0,0,0
"112",20,20,0,4,4,0
"113",24,20,0,4,0,0
"114",4,32,0,8,4,0
"115",20,20,0,4,4,0
"116",4,32,0,0,8,4
"117",8,36,0,4,0,0
"118",8,36,0,0,4,0
"119",12,32,0,4,0,0
"120",4,36,4,0,4,0
"121",0,24,12,4,8,0
"122",8,36,4,0,0,0
"123",0,28,8,8,4,0
"124",40,4,4,0,0,0
"125",20,20,4,4,0,0
"126",44,0,0,0,4,0
"127",0,12,28,4,0,4
"128",4,36,4,0,0,4
"129",0,8,32,4,4,0
"130",40,4,4,0,0,0
