"","V1","V2","V3","V4","V5","V6"
"1",1,1,3,0,0,0
"2",1,9,2,2,0,0
"3",2,0,0,0,3,0
"4",10,0,0,2,0,0
"5",0,7,0,0,1,0
"6",9,2,0,0,3,0
"7",0,0,0,4,0,0
"8",0,12,2,0,0,0
"9",6,0,0,0,3,0
"10",0,6,8,0,0,3
"11",0,5,7,2,2,0
"12",0,0,0,7,2,10
"13",0,9,4,0,0,0
"14",0,1,10,2,2,0
"15",4,0,0,0,0,0
"16",0,6,2,0,4,0
"17",2,5,0,0,3,0
"18",1,5,0,3,0,0
"19",2,2,0,0,2,0
"20",8,0,1,3,0,0
"21",0,0,11,1,3,0
"22",0,11,2,0,0,0
"23",0,7,6,4,2,0
"24",0,8,3,0,4,0
"25",0,0,0,0,4,0
"26",1,7,0,2,1,0
"27",0,0,9,5,2,0
"28",0,2,7,8,4,0
"29",0,0,0,0,4,0
"30",7,2,0,2,0,0
"31",10,0,0,0,3,0
"32",2,0,3,0,2,0
"33",4,4,1,0,0,0
"34",7,0,0,1,3,0
"35",0,7,1,2,1,0
"36",0,0,8,5,2,0
"37",6,0,2,1,0,0
"38",4,3,0,4,4,0
"39",8,0,0,3,2,0
"40",0,1,14,2,0,0
"41",0,0,3,7,6,2
"42",9,2,0,2,0,0
"43",8,3,0,0,0,0
"44",3,0,0,4,2,0
"45",5,4,0,2,0,0
"46",0,0,2,16,0,0
"47",6,2,0,0,1,0
"48",0,3,5,3,0,4
"49",0,1,8,3,0,0
"50",0,4,6,0,2,0
"51",0,12,0,1,0,4
"52",0,9,0,0,0,0
"53",0,0,0,0,4,0
"54",8,2,2,0,0,0
"55",0,0,10,7,0,0
"56",1,7,0,0,0,0
"57",1,8,0,2,0,0
"58",0,7,4,2,2,0
"59",10,0,0,0,2,3
"60",6,2,0,0,0,0
"61",0,2,3,1,2,0
"62",3,5,0,1,0,0
"63",0,11,0,4,0,2
"64",5,1,0,3,0,0
"65",7,2,0,0,0,0
"66",3,3,4,2,0,0
"67",0,10,1,1,0,0
"68",5,0,3,3,1,0
"69",9,0,0,3,0,0
"70",2,6,0,3,0,0
"71",0,4,4,0,2,3
"72",0,10,1,2,0,0
"73",4,2,0,0,3,0
"74",1,8,0,2,1,0
"75",4,5,0,0,3,0
"76",0,6,0,3,0,0
"77",4,0,2,0,2,0
"78",0,6,3,5,2,0
"79",0,0,0,0,4,0
"80",0,4,8,2,2,0
"81",4,2,3,0,1,0
"82",0,8,1,0,0,0
"83",4,0,1,2,2,0
"84",1,8,0,0,2,0
"85",0,1,9,0,0,0
"86",4,1,0,1,4,0
"87",1,2,1,0,0,0
"88",3,9,0,2,0,0
"89",2,11,3,2,0,0
"90",3,0,2,0,0,0
"91",4,1,2,0,0,0
"92",10,0,0,1,2,0
"93",5,1,0,0,3,0
"94",8,2,0,0,7,0
"95",5,1,2,0,0,0
"96",0,0,8,4,2,0
"97",4,4,0,0,3,0
"98",0,0,0,14,0,2
"99",0,7,8,0,0,0
"100",2,10,0,2,0,0
"101",0,0,0,13,1,0
"102",1,10,0,0,0,0
"103",1,9,0,0,3,0
"104",0,9,0,0,0,0
"105",5,2,0,2,0,0
"106",0,10,1,3,0,0
"107",0,0,11,0,4,0
"108",0,7,0,0,1,4
"109",4,0,4,0,0,0
"110",0,6,3,6,2,2
"111",10,0,0,0,3,0
"112",6,9,0,1,2,0
"113",0,7,3,3,0,0
"114",0,0,5,6,2,3
"115",0,6,6,2,0,0
"116",0,8,1,1,2,0
"117",7,3,0,2,0,0
"118",5,3,0,0,1,4
"119",0,0,9,6,4,0
"120",0,6,0,1,1,3
"121",0,8,7,0,1,0
"122",8,1,0,0,0,0
"123",0,3,5,3,2,0
"124",1,7,2,3,0,0
"125",3,0,0,2,0,0
"126",0,8,0,1,0,4
"127",0,0,0,4,0,0
"128",3,0,0,2,3,0
"129",9,2,2,0,0,0
"130",8,1,3,0,0,0
