"","V1","V2","V3","V4","V5","V6"
"1",2,16,3,0,0,0
"2",3,0,2,0,0,0
"3",5,0,1,0,0,0
"4",3,0,1,2,0,0
"5",0,0,0,3,0,0
"6",3,14,0,3,3,0
"7",8,8,0,1,2,0
"8",6,10,0,0,0,3
"9",13,6,0,0,1,0
"10",0,0,0,1,0,0
"11",0,18,0,0,1,0
"12",0,2,7,5,2,2
"13",14,3,0,0,0,0
"14",10,6,3,2,0,0
"15",14,0,0,0,0,0
"16",0,2,17,2,2,0
"17",12,6,3,0,0,0
"18",21,0,0,1,0,1
"19",3,6,4,1,3,1
"20",13,2,2,0,0,0
"21",8,4,0,0,2,0
"22",0,6,6,12,1,1
"23",3,12,5,2,3,0
"24",0,10,7,0,2,0
"25",0,0,0,0,0,0
"26",0,3,16,0,1,0
"27",1,0,0,2,0,0
"28",17,0,0,3,2,0
"29",14,3,3,0,0,0
"30",0,22,0,4,0,0
"31",14,0,0,0,2,0
"32",10,7,0,2,0,0
"33",3,13,4,0,0,0
"34",8,10,0,1,1,0
"35",0,1,24,2,3,0
"36",0,18,2,3,2,0
"37",11,9,0,0,0,0
"38",0,0,0,0,3,0
"39",12,1,0,0,0,0
"40",0,2,23,1,0,0
"41",2,0,0,2,0,0
"42",15,0,2,0,0,0
"43",13,10,0,0,0,0
"44",9,7,0,0,0,0
"45",3,0,2,2,0,0
"46",15,6,0,2,0,0
"47",16,0,0,0,0,0
"48",0,19,5,0,0,0
"49",2,20,2,0,0,0
"50",3,2,0,0,2,0
"51",17,2,0,4,0,0
"52",0,13,9,5,0,0
"53",0,0,0,0,3,0
"54",2,4,0,0,0,0
"55",11,10,3,0,0,0
"56",0,2,0,0,1,0
"57",10,5,0,0,0,0
"58",7,4,6,2,2,0
"59",1,20,2,0,2,0
"60",7,12,0,5,0,0
"61",1,3,16,0,0,0
"62",19,3,0,0,2,0
"63",0,20,2,0,0,2
"64",5,0,2,0,0,0
"65",17,4,4,3,0,0
"66",1,2,2,0,0,0
"67",13,0,4,1,3,0
"68",0,8,15,0,0,0
"69",6,9,5,6,0,0
"70",12,2,2,4,0,0
"71",17,3,0,0,3,0
"72",14,5,0,2,0,0
"73",5,5,0,0,0,0
"74",10,6,0,2,1,0
"75",14,4,0,0,1,0
"76",3,21,0,0,0,0
"77",14,3,0,0,1,0
"78",13,7,0,0,0,0
"79",0,0,0,0,2,0
"80",8,9,3,3,1,0
"81",4,20,0,0,0,0
"82",12,5,3,0,0,0
"83",0,11,15,1,2,0
"84",4,12,4,2,0,0
"85",13,2,6,0,0,0
"86",10,5,5,1,0,0
"87",1,0,0,0,0,0
"88",19,1,0,1,0,0
"89",0,18,7,3,2,0
"90",11,7,4,0,0,0
"91",0,1,20,1,1,0
"92",19,0,2,2,0,0
"93",1,17,0,0,2,0
"94",11,2,0,0,7,0
"95",4,16,3,0,0,0
"96",3,0,2,0,0,0
"97",13,4,3,0,2,0
"98",20,2,0,0,0,0
"99",0,0,0,2,0,0
"100",17,0,0,0,4,0
"101",0,0,28,0,2,1
"102",4,17,2,0,0,0
"103",8,3,5,1,0,0
"104",2,16,3,0,0,0
"105",16,0,0,3,0,0
"106",2,0,3,0,0,0
"107",6,18,4,0,0,0
"108",0,9,10,6,0,2
"109",0,6,8,2,0,0
"110",6,2,0,0,0,0
"111",20,2,0,0,2,0
"112",7,0,0,4,1,0
"113",16,2,0,1,0,0
"114",10,0,0,1,0,0
"115",6,1,0,0,0,0
"116",7,0,0,2,0,0
"117",18,2,0,2,0,0
"118",18,0,0,3,1,0
"119",0,16,11,4,2,0
"120",11,0,2,2,1,0
"121",10,8,2,0,1,0
"122",0,14,8,0,0,0
"123",10,3,10,0,3,0
"124",5,3,6,4,0,0
"125",10,2,3,2,0,0
"126",6,5,0,2,0,0
"127",1,19,3,5,0,0
"128",1,5,22,0,0,0
"129",20,3,0,2,0,0
"130",18,2,0,0,3,0
