"","V1","V2","V3","V4","V5","V6"
"1",0,1,4,26,0,0
"2",0,0,2,22,4,0
"3",0,0,30,0,1,0
"4",1,1,1,24,0,0
"5",2,2,1,11,0,0
"6",0,2,25,0,3,0
"7",0,3,1,26,0,0
"8",0,7,14,0,0,4
"9",0,0,2,13,5,4
"10",2,1,3,1,15,1
"11",0,0,2,8,14,3
"12",0,0,20,2,1,4
"13",1,0,23,0,1,0
"14",0,0,21,7,4,0
"15",2,2,0,0,20,7
"16",2,1,1,18,3,3
"17",0,0,0,24,3,4
"18",1,2,18,3,0,0
"19",0,0,1,0,19,12
"20",0,0,2,22,2,2
"21",0,0,0,0,25,5
"22",2,1,3,17,2,0
"23",0,2,3,23,1,0
"24",1,0,4,21,2,0
"25",0,0,0,0,27,5
"26",0,0,1,8,15,0
"27",0,0,17,2,4,0
"28",0,0,0,25,2,1
"29",0,0,0,2,15,12
"30",0,9,13,0,0,0
"31",0,0,2,19,2,0
"32",0,0,5,22,4,0
"33",0,0,2,0,5,21
"34",0,0,1,25,3,0
"35",0,0,4,0,9,14
"36",0,0,2,22,2,3
"37",0,1,0,2,19,6
"38",0,0,2,13,7,9
"39",0,0,10,13,7,0
"40",0,1,0,0,25,3
"41",0,2,21,7,0,0
"42",0,0,25,7,0,0
"43",0,3,0,22,4,0
"44",0,2,2,19,4,3
"45",0,2,9,14,0,0
"46",0,1,3,23,0,0
"47",0,2,4,18,4,0
"48",0,18,1,6,0,0
"49",0,0,0,0,13,19
"50",2,19,4,0,2,0
"51",0,1,19,2,3,2
"52",2,1,18,0,0,2
"53",5,10,0,0,1,0
"54",2,0,19,0,2,0
"55",1,0,1,23,0,1
"56",2,9,8,0,0,0
"57",0,3,2,20,0,0
"58",0,0,0,19,11,3
"59",1,0,14,3,3,0
"60",0,0,2,24,0,2
"61",0,0,0,11,23,2
"62",3,0,19,3,0,0
"63",0,0,26,2,0,3
"64",0,0,0,28,2,0
"65",0,0,20,0,7,0
"66",0,0,7,24,0,0
"67",0,0,0,1,22,4
"68",1,0,7,10,0,3
"69",0,5,10,5,0,0
"70",0,0,4,27,4,0
"71",0,2,20,0,1,3
"72",0,2,19,2,0,3
"73",4,10,2,0,4,3
"74",1,2,1,8,11,0
"75",0,0,0,0,1,0
"76",1,0,2,24,3,0
"77",0,0,0,31,3,0
"78",2,1,19,4,0,0
"79",0,0,0,0,26,4
"80",0,0,18,3,0,4
"81",0,0,0,0,27,1
"82",0,2,2,13,9,1
"83",1,3,0,21,0,3
"84",5,8,3,0,0,0
"85",0,0,13,12,0,0
"86",0,0,2,21,7,0
"87",0,4,1,6,17,0
"88",0,0,5,22,0,4
"89",0,2,21,2,0,5
"90",2,0,0,0,15,7
"91",0,4,6,18,0,0
"92",1,0,14,3,1,0
"93",1,0,0,28,2,2
"94",0,1,14,6,1,0
"95",0,0,2,2,2,21
"96",0,2,22,0,0,3
"97",0,0,1,6,14,2
"98",2,0,22,2,0,2
"99",7,5,2,0,0,0
"100",0,4,16,1,3,0
"101",0,0,3,19,7,0
"102",0,0,19,5,0,2
"103",0,1,23,3,0,0
"104",0,1,4,22,3,0
"105",0,0,0,20,9,0
"106",0,21,1,0,0,0
"107",0,2,21,0,5,0
"108",2,1,19,3,3,0
"109",0,0,2,26,3,0
"110",0,2,19,0,8,0
"111",0,2,25,0,3,0
"112",0,2,19,2,3,0
"113",1,0,20,2,0,0
"114",0,0,0,25,5,2
"115",0,2,5,22,0,0
"116",3,2,20,4,0,0
"117",0,0,3,12,8,0
"118",0,2,2,6,9,4
"119",1,2,0,21,0,0
"120",1,1,4,20,3,0
"121",2,5,13,2,3,0
"122",0,0,0,4,7,16
"123",0,0,0,24,7,0
"124",6,9,0,2,0,0
"125",1,1,0,26,0,2
"126",1,0,0,27,3,3
"127",1,0,20,7,0,4
"128",0,0,2,24,4,3
"129",0,0,2,14,4,3
"130",0,2,22,4,0,0
