"","V1","V2","V3","V4","V5","V6"
"1",20,16,4,4,4,0
"2",40,4,0,0,4,0
"3",36,4,4,0,4,0
"4",28,12,0,8,0,0
"5",32,8,0,8,0,0
"6",16,28,0,0,4,0
"7",36,4,4,0,4,0
"8",8,0,8,32,0,0
"9",0,40,0,0,8,0
"10",40,0,4,0,4,0
"11",0,8,28,4,4,4
"12",36,8,0,0,4,0
"13",0,8,32,0,4,4
"14",0,0,0,12,36,0
"15",32,4,4,4,4,0
"16",28,12,4,0,4,0
"17",4,28,4,4,4,4
"18",4,40,0,0,4,0
"19",28,0,16,4,0,0
"20",36,4,0,4,4,0
"21",28,8,8,0,4,0
"22",4,4,12,24,0,4
"23",8,32,8,0,0,0
"24",36,4,4,4,0,0
"25",0,4,0,36,4,4
"26",0,4,0,0,36,8
"27",4,0,28,4,12,0
"28",24,4,12,0,0,8
"29",36,0,4,8,0,0
"30",36,0,8,4,0,0
"31",36,0,4,8,0,0
"32",4,36,4,0,4,0
"33",24,12,0,0,8,4
"34",4,0,0,4,36,4
"35",28,0,16,0,0,4
"36",0,4,40,4,0,0
"37",0,4,0,36,8,0
"38",4,36,0,0,8,0
"39",36,0,0,4,4,4
"40",32,0,0,4,12,0
"41",4,0,44,0,0,0
"42",0,4,36,4,0,4
"43",4,40,0,0,4,0
"44",4,0,36,4,0,4
"45",36,4,0,8,0,0
"46",0,4,36,4,4,0
"47",32,8,0,0,4,4
"48",4,0,40,4,0,0
"49",24,12,8,4,0,0
"50",4,0,40,4,0,0
"51",36,8,0,4,0,0
"52",40,4,0,4,0,0
"53",44,0,0,0,4,0
"54",8,32,0,0,4,4
"55",36,8,4,0,0,0
"56",4,0,4,32,8,0
"57",4,4,36,4,0,0
"58",24,0,16,4,4,0
"59",0,0,4,8,36,0
"60",36,0,4,8,0,0
"61",32,4,4,8,0,0
"62",8,4,36,0,0,0
"63",40,4,0,0,4,0
"64",36,0,0,4,8,0
"65",0,4,0,0,44,0
"66",36,0,4,4,0,4
"67",0,4,4,36,4,0
"68",8,0,8,8,20,4
"69",8,8,4,28,0,0
"70",4,40,0,0,4,0
"71",40,4,0,4,0,0
"72",28,12,4,4,0,0
"73",36,4,8,0,0,0
"74",28,8,4,4,4,0
"75",36,4,0,0,8,0
"76",0,4,36,4,4,0
"77",0,0,4,4,40,0
"78",8,32,4,0,0,4
"79",0,4,0,40,4,0
"80",4,0,8,0,36,0
"81",28,0,0,8,4,8
"82",4,36,0,0,4,4
"83",32,4,4,0,4,4
"84",40,4,0,4,0,0
"85",36,4,4,0,4,0
"86",0,4,32,4,4,4
"87",36,4,4,0,0,4
"88",0,8,0,36,4,0
"89",0,4,44,0,0,0
"90",20,16,12,0,0,0
"91",8,28,4,4,4,0
"92",40,8,0,0,0,0
"93",36,0,4,4,4,0
"94",32,0,4,4,4,4
"95",0,4,40,0,4,0
"96",0,0,4,28,16,0
"97",36,4,0,8,0,0
"98",40,4,0,0,4,0
"99",44,0,0,4,0,0
"100",12,36,0,0,0,0
"101",0,0,0,8,36,4
"102",32,8,0,4,0,4
"103",0,4,36,4,4,0
"104",40,0,4,4,0,0
"105",24,12,4,0,8,0
"106",0,0,44,4,0,0
"107",16,24,4,4,0,0
"108",36,0,4,0,8,0
"109",28,8,12,0,0,0
"110",0,0,0,8,40,0
"111",0,40,0,8,0,0
"112",8,32,4,0,0,4
"113",36,8,0,0,4,0
"114",4,24,0,4,12,4
"115",36,12,0,0,0,0
"116",8,20,8,8,0,4
"117",32,4,4,8,0,0
"118",4,0,0,36,4,4
"119",4,36,4,4,0,0
"120",40,0,0,8,0,0
"121",36,4,0,0,4,4
"122",24,8,4,4,4,4
"123",16,20,12,0,0,0
"124",20,16,8,4,0,0
"125",0,0,4,40,0,4
"126",4,32,4,4,4,0
"127",4,0,4,40,0,0
"128",32,0,4,8,4,0
"129",12,20,12,0,4,0
"130",4,36,4,0,4,0
