"","V1","V2","V3","V4","V5","V6"
"1",0,0,1,7,0,0
"2",0,7,3,4,0,0
"3",1,4,0,0,3,0
"4",0,0,6,3,0,0
"5",1,1,2,1,3,0
"6",0,4,1,0,2,0
"7",0,0,1,10,5,1
"8",1,0,0,3,0,0
"9",1,3,3,1,2,0
"10",2,4,0,0,3,0
"11",0,4,9,2,0,0
"12",0,0,0,0,4,0
"13",1,2,6,0,2,0
"14",3,4,0,0,3,0
"15",0,0,0,10,0,0
"16",1,0,1,4,0,0
"17",2,0,5,0,1,0
"18",0,0,3,7,0,2
"19",0,1,8,2,2,0
"20",1,3,3,2,0,0
"21",0,0,2,6,7,0
"22",1,7,2,0,0,0
"23",2,3,3,0,0,0
"24",0,2,2,1,1,4
"25",0,1,4,4,1,0
"26",1,1,5,0,0,0
"27",3,3,0,0,2,0
"28",0,1,13,0,0,0
"29",0,0,0,9,6,0
"30",0,0,0,13,0,0
"31",0,9,0,2,0,0
"32",0,1,2,7,0,0
"33",1,2,4,0,0,0
"34",0,0,10,0,4,0
"35",0,0,6,6,0,0
"36",0,0,9,0,0,0
"37",0,0,0,0,14,2
"38",0,1,9,3,2,0
"39",1,0,1,7,0,3
"40",0,0,0,11,2,0
"41",1,3,3,0,3,0
"42",0,2,1,7,0,0
"43",1,1,2,0,2,0
"44",0,0,0,9,0,3
"45",0,5,0,0,0,0
"46",0,0,5,7,0,0
"47",0,2,9,0,0,0
"48",4,3,0,0,2,0
"49",0,0,1,10,2,0
"50",4,3,1,2,0,0
"51",2,6,0,2,0,0
"52",0,1,8,0,3,0
"53",2,0,0,0,3,0
"54",2,0,0,0,0,0
"55",1,8,3,0,0,0
"56",6,0,0,0,2,0
"57",0,1,4,4,0,0
"58",0,1,9,5,0,0
"59",0,4,6,0,0,0
"60",0,0,7,0,3,0
"61",0,0,1,7,1,0
"62",0,2,12,0,0,0
"63",0,0,0,0,4,0
"64",2,1,6,0,0,0
"65",0,4,2,2,0,0
"66",0,0,2,10,0,0
"67",1,1,7,0,2,0
"68",0,0,0,0,4,0
"69",1,3,1,0,0,0
"70",0,1,6,9,0,0
"71",7,0,0,3,0,0
"72",0,1,9,2,0,0
"73",4,3,0,0,0,0
"74",1,4,1,0,2,0
"75",0,1,10,1,0,0
"76",0,0,8,7,0,0
"77",0,0,3,6,6,0
"78",0,0,0,0,4,0
"79",0,0,1,11,2,0
"80",1,0,6,0,0,2
"81",0,0,0,12,0,0
"82",1,1,2,1,2,0
"83",0,0,0,7,0,0
"84",0,1,1,6,2,0
"85",0,2,8,0,0,0
"86",0,1,2,10,0,0
"87",0,0,9,5,0,3
"88",0,3,5,1,0,0
"89",0,3,0,2,0,2
"90",0,0,2,8,0,0
"91",1,0,1,7,0,0
"92",0,2,4,0,2,0
"93",0,0,0,13,2,0
"94",0,0,4,7,2,0
"95",0,0,1,11,3,0
"96",0,5,1,2,0,0
"97",5,2,0,0,1,0
"98",0,0,6,0,3,0
"99",0,5,2,0,1,0
"100",2,4,4,0,0,0
"101",1,0,0,7,2,0
"102",1,1,9,3,0,0
"103",0,1,0,11,2,0
"104",0,0,0,5,4,3
"105",0,9,0,0,2,0
"106",0,1,7,1,0,0
"107",1,1,5,0,2,0
"108",0,2,4,0,0,3
"109",0,0,1,9,0,0
"110",3,4,1,0,0,0
"111",0,0,5,2,0,0
"112",3,3,4,0,0,0
"113",0,1,5,5,0,0
"114",0,0,0,11,1,2
"115",5,0,0,0,3,0
"116",7,0,0,3,0,0
"117",0,1,3,4,0,0
"118",0,1,4,2,3,0
"119",7,0,0,3,0,0
"120",0,0,0,10,0,2
"121",1,5,2,0,0,0
"122",0,2,7,3,0,0
"123",0,0,2,11,0,0
"124",0,1,11,1,0,0
"125",0,0,1,8,0,0
"126",0,0,6,7,0,0
"127",3,0,1,0,3,0
"128",0,0,1,10,2,0
"129",0,0,2,10,4,0
"130",0,4,7,2,0,0
