"","V1","V2","V3","V4","V5","V6"
"1",0,1,0,2,22,1
"2",0,7,3,5,0,0
"3",2,10,1,0,3,0
"4",1,2,5,3,0,0
"5",4,0,3,0,0,0
"6",1,1,0,0,0,3
"7",0,3,5,9,0,1
"8",5,0,0,0,0,0
"9",0,2,12,2,0,0
"10",4,4,0,0,3,0
"11",1,5,3,0,0,0
"12",0,0,0,0,2,0
"13",1,7,5,0,1,0
"14",2,2,0,0,0,0
"15",0,4,2,0,0,0
"16",1,0,0,14,3,0
"17",1,0,11,0,3,0
"18",0,1,8,7,0,4
"19",0,0,1,5,14,2
"20",0,6,5,2,0,0
"21",0,6,6,2,0,0
"22",2,2,16,0,0,0
"23",1,4,0,0,0,0
"24",0,2,0,0,28,0
"25",0,0,0,13,5,0
"26",0,3,5,15,0,0
"27",1,5,13,0,2,0
"28",0,0,17,3,0,0
"29",0,0,0,6,13,0
"30",0,2,13,1,0,0
"31",4,6,0,3,0,0
"32",4,0,0,0,4,0
"33",4,2,0,0,2,0
"34",0,2,15,0,5,0
"35",0,0,1,19,6,0
"36",0,3,5,6,0,0
"37",0,0,0,19,0,0
"38",3,7,9,2,0,0
"39",0,1,5,13,0,2
"40",0,0,3,8,8,0
"41",1,2,5,4,0,0
"42",0,1,15,5,0,0
"43",2,0,12,3,1,0
"44",0,0,0,13,8,1
"45",1,7,4,7,0,0
"46",0,1,0,12,6,0
"47",0,0,6,7,0,0
"48",2,1,15,0,4,0
"49",0,0,6,8,2,0
"50",2,1,14,5,0,0
"51",1,6,1,8,1,2
"52",0,0,16,1,0,0
"53",1,0,0,0,2,0
"54",1,0,0,0,0,0
"55",0,0,11,3,0,4
"56",2,2,7,4,0,0
"57",1,0,0,4,19,0
"58",0,0,7,19,0,0
"59",7,3,0,0,0,0
"60",0,1,18,0,0,0
"61",0,0,5,19,0,0
"62",0,4,14,4,3,0
"63",0,0,0,0,4,0
"64",1,5,4,0,0,0
"65",1,5,4,3,0,0
"66",0,4,4,3,12,0
"67",0,0,7,7,4,0
"68",3,2,0,0,0,0
"69",1,4,11,0,0,0
"70",0,0,2,7,13,0
"71",3,6,7,3,0,0
"72",0,6,6,0,0,1
"73",7,2,0,0,0,0
"74",1,8,4,0,2,0
"75",0,2,10,0,1,0
"76",0,5,11,5,4,0
"77",0,0,6,15,4,0
"78",0,1,13,4,4,0
"79",0,1,2,17,4,0
"80",0,4,8,8,0,0
"81",0,1,5,7,1,0
"82",1,0,10,0,1,0
"83",0,0,2,14,9,0
"84",0,1,4,17,0,0
"85",0,2,5,15,0,0
"86",0,0,9,5,0,0
"87",0,2,0,10,9,0
"88",1,2,8,1,5,0
"89",1,2,11,2,0,0
"90",0,0,11,9,4,0
"91",0,8,8,0,3,0
"92",0,0,0,0,0,0
"93",0,0,0,5,14,1
"94",1,0,8,7,2,0
"95",1,3,3,0,6,0
"96",0,1,4,14,0,0
"97",0,3,3,10,4,0
"98",1,4,18,0,3,0
"99",0,0,0,0,4,16
"100",0,1,0,5,8,10
"101",0,3,10,3,3,0
"102",1,5,9,3,0,0
"103",0,11,10,2,0,0
"104",0,1,0,20,3,3
"105",1,2,15,0,2,0
"106",0,0,9,9,0,0
"107",4,6,0,0,2,0
"108",1,1,4,0,9,0
"109",0,0,0,10,7,2
"110",1,2,14,0,6,0
"111",1,6,6,0,0,0
"112",4,0,3,0,0,0
"113",0,3,10,0,0,0
"114",0,0,0,2,29,1
"115",3,6,4,3,0,0
"116",1,6,12,0,0,0
"117",0,2,5,16,0,0
"118",2,4,11,0,4,0
"119",0,3,8,7,0,0
"120",1,0,0,3,18,2
"121",4,7,1,0,0,0
"122",0,0,5,15,0,2
"123",1,5,5,0,0,0
"124",0,6,8,5,0,0
"125",0,3,4,8,0,0
"126",0,1,11,1,1,0
"127",2,6,2,2,1,0
"128",0,1,1,13,7,0
"129",0,8,10,2,0,0
"130",0,0,17,1,0,0
