"","V1","V2","V3","V4","V5","V6"
"1",0,4,4,36,4,0
"2",0,32,8,8,0,0
"3",12,32,0,0,4,0
"4",4,0,36,8,0,0
"5",8,12,16,8,4,0
"6",8,32,4,0,4,0
"7",4,0,4,24,12,4
"8",28,8,0,12,0,0
"9",8,24,8,4,4,0
"10",28,16,0,0,4,0
"11",8,12,20,8,0,0
"12",0,0,0,0,4,0
"13",12,20,12,0,4,0
"14",28,16,0,0,4,0
"15",0,8,0,36,4,0
"16",16,8,4,20,0,0
"17",4,12,28,0,4,0
"18",4,4,16,20,0,4
"19",4,12,24,4,4,0
"20",8,20,16,4,0,0
"21",0,4,12,20,12,0
"22",8,32,8,0,0,0
"23",24,20,4,0,0,0
"24",0,12,16,12,4,4
"25",4,4,20,16,4,0
"26",4,8,36,0,0,0
"27",32,12,0,0,4,0
"28",4,4,40,0,0,0
"29",4,0,4,28,12,0
"30",0,0,8,40,0,0
"31",4,40,0,4,0,0
"32",0,12,16,20,0,0
"33",12,16,20,0,0,0
"34",4,0,36,0,8,0
"35",0,4,28,16,0,0
"36",12,0,36,0,0,0
"37",0,0,8,4,32,4
"38",0,8,32,4,4,0
"39",8,0,12,24,0,4
"40",4,0,0,36,8,0
"41",4,24,16,0,4,0
"42",4,8,8,28,0,0
"43",12,8,24,0,4,0
"44",4,0,0,36,0,8
"45",12,28,4,4,0,0
"46",8,4,16,20,0,0
"47",0,16,32,0,0,0
"48",32,12,0,0,4,0
"49",0,0,8,36,4,0
"50",24,16,4,4,0,0
"51",12,32,0,4,0,0
"52",8,4,32,0,4,0
"53",4,0,0,0,4,0
"54",4,0,0,0,0,0
"55",4,32,12,0,0,0
"56",44,0,0,0,4,0
"57",8,20,8,12,0,0
"58",0,20,20,8,0,0
"59",8,28,12,0,0,0
"60",4,4,36,0,4,0
"61",0,4,4,36,4,0
"62",8,12,28,0,0,0
"63",0,0,0,0,4,0
"64",16,12,20,0,0,0
"65",4,28,12,4,0,0
"66",0,12,4,32,0,0
"67",8,16,20,0,4,0
"68",0,0,0,0,4,0
"69",8,36,4,0,0,0
"70",0,12,16,20,0,0
"71",44,0,0,4,0,0
"72",4,8,32,4,0,0
"73",28,20,0,0,0,0
"74",4,28,12,0,4,0
"75",4,4,32,8,0,0
"76",4,0,24,20,0,0
"77",0,0,16,24,8,0
"78",0,0,0,0,4,0
"79",0,4,8,32,4,0
"80",12,8,24,0,0,4
"81",0,4,8,36,0,0
"82",20,8,12,4,4,0
"83",4,4,4,36,0,0
"84",4,4,4,28,8,0
"85",0,16,32,0,0,0
"86",0,8,16,24,0,0
"87",0,8,24,12,0,4
"88",8,16,16,8,0,0
"89",8,20,8,8,0,4
"90",8,0,12,28,0,0
"91",8,4,12,24,0,0
"92",4,8,32,0,4,0
"93",8,0,8,28,4,0
"94",0,4,28,12,4,0
"95",0,4,16,24,4,0
"96",4,32,4,8,0,0
"97",36,8,0,0,4,0
"98",4,8,32,0,4,0
"99",0,36,8,0,4,0
"100",12,24,8,0,4,0
"101",4,12,8,20,4,0
"102",4,12,24,8,0,0
"103",4,4,4,32,4,0
"104",4,0,0,32,8,4
"105",4,40,0,0,4,0
"106",8,12,24,4,0,0
"107",12,8,24,0,4,0
"108",4,20,20,0,0,4
"109",0,4,4,40,0,0
"110",8,24,12,0,0,4
"111",8,4,32,4,0,0
"112",24,16,8,0,0,0
"113",8,4,28,8,0,0
"114",0,4,0,32,8,4
"115",40,4,0,0,4,0
"116",44,0,0,4,0,0
"117",0,8,32,8,0,0
"118",0,16,24,4,4,0
"119",44,0,0,4,0,0
"120",4,4,0,36,0,4
"121",12,28,8,0,0,0
"122",0,8,36,4,0,0
"123",8,4,4,32,0,0
"124",4,8,32,4,0,0
"125",8,8,4,28,0,0
"126",4,4,24,16,0,0
"127",28,12,4,0,4,0
"128",0,4,8,32,4,0
"129",4,0,8,28,8,0
"130",8,20,16,4,0,0
