"","V1","V2","V3","V4","V5","V6"
"1",0,0,0,0,7,2
"2",0,1,2,11,0,0
"3",1,0,3,6,0,2
"4",1,0,2,7,0,0
"5",0,1,0,2,8,0
"6",0,0,2,1,8,0
"7",0,0,0,2,7,5
"8",0,1,1,8,0,3
"9",0,0,0,12,1,0
"10",0,0,1,3,2,0
"11",0,0,1,9,1,0
"12",0,2,0,6,3,0
"13",0,0,0,6,4,0
"14",0,1,2,10,0,0
"15",0,1,0,3,2,0
"16",0,0,1,2,9,0
"17",1,0,0,0,11,0
"18",0,0,0,7,0,2
"19",0,0,0,0,4,6
"20",0,0,7,2,0,0
"21",0,0,0,2,3,0
"22",0,0,4,7,1,0
"23",0,0,2,7,2,0
"24",0,0,0,2,0,7
"25",0,0,0,1,10,0
"26",0,1,1,0,6,0
"27",0,1,5,2,1,0
"28",0,1,2,7,0,0
"29",0,0,0,1,11,1
"30",0,0,0,10,1,0
"31",0,0,4,10,0,0
"32",0,0,0,7,2,0
"33",0,1,1,6,1,0
"34",0,3,2,1,3,0
"35",0,0,1,5,5,0
"36",0,0,1,3,0,0
"37",0,1,2,3,4,0
"38",0,0,0,11,0,2
"39",1,0,0,0,9,1
"40",0,0,1,1,7,5
"41",0,0,0,1,10,0
"42",0,0,1,0,16,0
"43",0,0,2,8,0,0
"44",0,0,0,2,7,3
"45",0,0,4,3,0,0
"46",0,1,1,7,2,0
"47",0,1,0,1,7,0
"48",0,0,1,2,10,0
"49",0,0,9,3,1,0
"50",2,0,5,1,0,0
"51",0,6,2,0,0,0
"52",0,0,0,1,11,2
"53",2,0,0,0,3,0
"54",1,0,9,0,0,0
"55",0,1,0,6,1,0
"56",2,0,0,0,0,0
"57",1,0,2,6,1,0
"58",0,0,0,11,5,0
"59",0,0,5,2,3,0
"60",0,2,0,0,9,0
"61",0,0,1,3,0,0
"62",0,2,0,5,3,0
"63",3,3,0,0,3,0
"64",0,2,0,3,3,0
"65",0,0,0,0,12,1
"66",0,0,0,3,9,1
"67",0,0,1,2,10,0
"68",0,3,2,1,3,0
"69",0,0,5,2,3,2
"70",0,0,1,1,2,0
"71",1,0,0,8,0,0
"72",0,0,0,7,3,0
"73",1,0,0,3,8,0
"74",0,0,4,1,1,0
"75",0,0,0,0,0,13
"76",0,1,3,2,3,0
"77",0,0,2,0,10,0
"78",0,1,0,3,6,0
"79",0,0,0,8,1,0
"80",0,2,0,5,2,0
"81",0,0,0,4,5,5
"82",0,0,4,5,2,0
"83",0,0,0,3,10,0
"84",0,0,0,5,5,4
"85",0,1,1,8,0,0
"86",0,1,3,7,0,0
"87",0,0,2,4,5,0
"88",0,0,0,2,7,0
"89",0,0,1,4,6,0
"90",0,0,0,4,9,0
"91",0,0,0,6,10,0
"92",0,0,2,9,0,2
"93",0,0,0,1,14,0
"94",0,0,1,5,3,0
"95",0,0,5,7,1,0
"96",0,0,0,9,2,0
"97",0,1,2,3,4,0
"98",0,0,0,0,9,3
"99",1,1,1,4,0,2
"100",1,3,0,1,3,0
"101",0,0,0,0,12,0
"102",0,1,7,3,0,0
"103",0,0,0,12,0,0
"104",0,0,0,5,0,2
"105",0,0,5,0,2,0
"106",0,0,0,3,8,2
"107",0,0,3,5,2,0
"108",0,1,1,0,4,1
"109",0,0,0,0,5,11
"110",1,0,0,6,2,2
"111",0,0,1,4,0,2
"112",0,4,3,0,4,0
"113",2,1,0,1,2,0
"114",0,0,0,3,7,2
"115",0,1,5,3,1,0
"116",0,0,6,0,1,2
"117",0,0,0,2,5,4
"118",0,0,2,10,0,0
"119",0,0,0,7,2,2
"120",0,0,0,0,10,2
"121",0,0,3,4,3,0
"122",0,1,1,4,4,0
"123",0,0,1,7,3,0
"124",0,2,0,6,0,0
"125",0,0,2,2,8,0
"126",0,0,0,2,11,0
"127",1,0,1,3,0,3
"128",0,0,0,0,10,0
"129",0,0,3,8,0,0
"130",0,0,0,0,9,0
