"","V1","V2","V3","V4","V5","V6"
"1",0,2,1,25,3,0
"2",0,1,0,20,5,0
"3",0,0,17,9,0,0
"4",0,5,1,19,0,0
"5",1,2,4,19,0,0
"6",3,0,1,24,0,0
"7",1,0,1,0,24,2
"8",13,3,0,8,0,0
"9",6,3,4,1,0,0
"10",3,0,0,26,3,0
"11",1,0,18,10,0,0
"12",0,2,20,0,2,0
"13",0,1,0,2,23,0
"14",0,0,1,22,3,2
"15",0,1,3,29,0,0
"16",0,3,0,26,3,0
"17",3,8,3,4,0,0
"18",0,2,0,23,0,0
"19",1,0,0,24,7,3
"20",0,0,0,30,0,0
"21",0,1,0,3,18,4
"22",0,0,4,1,18,0
"23",1,0,21,2,0,0
"24",0,0,0,0,2,27
"25",0,0,0,2,27,1
"26",0,3,4,16,4,0
"27",0,2,18,3,0,0
"28",0,0,1,11,12,2
"29",1,0,2,21,3,2
"30",1,1,8,9,1,0
"31",1,1,0,22,0,0
"32",0,0,0,1,30,0
"33",1,0,0,31,4,0
"34",7,6,0,2,5,3
"35",0,0,1,4,20,3
"36",0,3,12,8,1,0
"37",0,3,0,19,6,3
"38",1,2,6,4,5,3
"39",0,0,2,6,16,2
"40",1,0,0,23,6,0
"41",0,0,3,25,0,3
"42",0,3,0,21,0,0
"43",3,0,16,0,3,3
"44",1,0,0,23,0,7
"45",1,4,13,0,3,2
"46",3,2,8,5,0,0
"47",0,1,0,0,7,20
"48",2,14,0,2,8,0
"49",0,0,1,25,4,0
"50",3,3,8,2,0,0
"51",1,0,3,20,0,3
"52",0,3,0,2,24,0
"53",4,15,1,0,2,0
"54",4,5,5,4,3,1
"55",3,10,9,0,0,0
"56",0,1,5,20,1,0
"57",0,3,0,21,3,0
"58",0,0,2,24,3,0
"59",1,0,19,1,1,0
"60",0,0,3,25,2,0
"61",0,2,1,21,2,0
"62",0,5,18,0,0,0
"63",1,0,1,3,25,0
"64",1,0,2,2,18,0
"65",1,1,24,0,4,0
"66",0,1,4,25,0,3
"67",1,3,1,19,1,0
"68",1,0,2,26,4,0
"69",3,5,4,4,4,0
"70",0,1,2,25,3,0
"71",1,3,8,10,0,0
"72",2,0,0,19,2,0
"73",0,1,6,20,0,2
"74",1,4,15,0,2,0
"75",2,1,5,19,0,0
"76",1,0,0,7,18,0
"77",0,0,3,28,0,0
"78",0,1,1,0,21,0
"79",1,4,7,12,4,0
"80",3,2,9,7,0,0
"81",1,0,0,22,1,5
"82",0,1,0,23,8,0
"83",0,1,2,17,8,0
"84",0,1,0,27,4,0
"85",0,0,0,0,5,26
"86",0,0,3,0,28,0
"87",0,0,0,24,1,4
"88",4,7,7,7,4,0
"89",0,3,9,12,0,3
"90",1,0,6,18,0,0
"91",0,1,0,3,16,4
"92",1,0,13,8,0,2
"93",1,0,0,24,4,0
"94",0,2,0,4,19,3
"95",0,0,0,24,3,0
"96",0,13,5,8,0,0
"97",0,0,19,5,1,0
"98",1,0,0,5,17,0
"99",1,0,0,25,0,2
"100",1,0,0,27,0,3
"101",0,0,0,3,23,3
"102",0,4,0,19,0,2
"103",0,3,21,3,2,0
"104",0,0,0,3,0,18
"105",3,1,16,0,3,2
"106",0,0,1,23,0,2
"107",0,0,3,1,22,0
"108",0,3,5,20,0,0
"109",0,0,2,28,0,0
"110",0,2,0,22,0,0
"111",0,1,21,3,6,0
"112",7,12,1,0,2,0
"113",2,3,3,14,0,0
"114",0,1,0,22,8,4
"115",3,5,12,0,5,0
"116",3,0,22,0,4,0
"117",1,2,4,18,0,0
"118",1,0,5,1,18,0
"119",0,2,1,27,0,0
"120",1,1,0,28,0,3
"121",0,1,2,20,1,0
"122",3,8,6,3,2,0
"123",0,2,3,23,0,4
"124",0,0,2,19,2,0
"125",0,0,2,27,0,1
"126",0,0,2,0,3,22
"127",2,5,9,4,5,0
"128",1,0,2,24,4,0
"129",9,0,11,0,3,0
"130",0,2,0,21,1,0
