"","V1","V2","V3","V4","V5","V6"
"1",1,2,1,0,0,0
"2",4,2,0,0,3,0
"3",11,0,0,0,0,0
"4",0,0,4,1,1,0
"5",6,0,0,2,0,0
"6",0,8,1,0,1,0
"7",3,1,0,0,2,0
"8",0,0,0,12,0,0
"9",3,0,0,2,2,0
"10",6,0,0,0,3,0
"11",2,4,3,1,1,0
"12",0,0,0,0,4,0
"13",2,4,0,0,2,0
"14",6,0,0,0,3,0
"15",1,0,0,2,0,0
"16",0,1,4,0,3,0
"17",4,0,2,0,2,0
"18",0,8,0,0,4,0
"19",5,0,2,0,0,0
"20",5,0,0,2,0,0
"21",7,1,1,1,0,0
"22",8,1,0,0,2,0
"23",6,0,3,0,0,0
"24",2,3,0,0,0,0
"25",0,0,6,0,2,3
"26",0,0,0,7,3,2
"27",0,6,1,0,2,0
"28",5,0,1,0,0,0
"29",0,0,4,11,0,0
"30",5,2,0,0,3,0
"31",7,2,0,2,0,0
"32",1,2,1,0,0,0
"33",5,0,0,0,3,0
"34",0,0,7,0,4,0
"35",0,4,0,3,0,0
"36",3,3,2,0,0,0
"37",2,0,0,1,0,3
"38",3,4,0,1,0,0
"39",4,0,0,0,0,3
"40",2,0,0,2,2,0
"41",8,0,1,0,0,0
"42",0,4,12,0,2,0
"43",0,8,0,0,3,0
"44",0,0,6,0,0,2
"45",3,1,1,2,0,0
"46",0,1,5,0,1,3
"47",4,0,0,0,1,2
"48",9,0,4,0,0,0
"49",3,1,0,2,0,0
"50",3,1,5,2,0,0
"51",6,0,0,2,0,0
"52",4,0,0,3,0,0
"53",2,0,0,0,3,0
"54",2,0,0,0,0,0
"55",3,2,0,0,0,0
"56",0,0,1,7,2,0
"57",0,0,0,11,2,0
"58",4,0,2,2,0,0
"59",5,3,0,0,0,0
"60",1,0,2,0,3,0
"61",4,0,1,0,0,0
"62",7,2,0,0,0,0
"63",0,0,0,0,4,0
"64",2,1,0,0,0,0
"65",4,0,0,0,3,0
"66",0,0,0,11,0,0
"67",5,0,0,1,0,0
"68",0,3,0,3,0,0
"69",5,2,0,0,0,0
"70",1,2,3,0,0,0
"71",1,2,4,3,0,0
"72",2,0,3,0,0,0
"73",7,0,0,2,0,0
"74",3,1,0,2,0,0
"75",0,0,5,0,3,0
"76",6,0,0,0,0,1
"77",2,0,1,0,3,0
"78",0,9,0,0,3,0
"79",3,0,2,0,2,0
"80",3,0,3,0,0,0
"81",3,3,0,0,2,0
"82",0,4,2,1,2,0
"83",1,0,2,1,0,0
"84",3,0,0,2,0,0
"85",5,4,0,0,0,0
"86",3,0,2,0,3,0
"87",1,4,0,0,0,0
"88",0,1,3,10,0,0
"89",4,3,2,0,3,0
"90",2,2,2,0,0,0
"91",1,0,0,0,3,0
"92",7,1,1,0,0,0
"93",3,2,0,0,2,0
"94",7,1,0,2,0,0
"95",3,0,0,2,0,0
"96",0,0,0,13,0,0
"97",4,1,0,3,0,0
"98",0,1,6,0,3,0
"99",4,0,0,0,1,2
"100",0,0,6,4,5,0
"101",0,0,5,2,2,3
"102",5,2,0,0,0,0
"103",1,0,2,1,0,0
"104",1,0,0,0,0,0
"105",7,1,0,0,2,0
"106",0,9,2,1,0,0
"107",4,3,1,0,0,0
"108",0,1,3,1,1,3
"109",1,0,2,0,0,0
"110",5,3,0,4,0,0
"111",0,2,0,9,0,0
"112",1,9,1,0,0,0
"113",5,0,0,0,2,0
"114",0,2,0,3,1,2
"115",3,3,0,0,0,0
"116",1,3,2,1,0,1
"117",1,0,0,3,0,0
"118",0,10,1,0,0,0
"119",5,0,1,0,2,0
"120",1,0,2,0,0,0
"121",6,1,3,0,0,2
"122",1,3,0,1,0,2
"123",2,0,2,0,0,0
"124",2,0,4,0,3,0
"125",0,0,9,2,0,0
"126",3,0,0,0,3,0
"127",0,10,2,0,2,0
"128",4,0,1,0,2,0
"129",1,9,0,0,2,0
"130",0,6,0,0,3,0
