"","V1","V2","V3","V4","V5","V6"
"1",20,16,4,4,4,0
"2",40,4,0,0,4,0
"3",48,0,0,0,0,0
"4",12,8,20,4,4,0
"5",44,0,0,4,0,0
"6",0,40,4,0,4,0
"7",36,4,4,0,4,0
"8",8,0,8,32,0,0
"9",0,40,0,0,8,0
"10",44,0,0,0,4,0
"11",0,0,4,40,4,0
"12",36,8,0,0,4,0
"13",36,4,4,0,0,4
"14",32,0,0,12,4,0
"15",32,8,0,4,4,0
"16",28,12,4,0,4,0
"17",36,0,4,4,4,0
"18",4,40,0,0,4,0
"19",28,0,16,4,0,0
"20",36,4,4,4,0,0
"21",28,8,8,0,4,0
"22",4,4,12,24,0,4
"23",8,32,8,0,0,0
"24",36,4,8,0,0,0
"25",4,4,28,8,4,0
"26",0,4,0,0,36,8
"27",4,36,4,0,4,0
"28",44,0,4,0,0,0
"29",0,0,12,36,0,0
"30",16,20,4,0,4,4
"31",36,0,4,8,0,0
"32",4,40,4,0,0,0
"33",24,12,0,0,12,0
"34",4,0,0,36,8,0
"35",28,8,8,4,0,0
"36",0,4,40,4,0,0
"37",36,4,0,0,8,0
"38",0,0,4,4,36,4
"39",36,0,0,8,0,4
"40",32,0,0,4,12,0
"41",4,0,44,0,0,0
"42",0,4,36,4,0,4
"43",40,4,0,0,4,0
"44",4,0,36,4,0,4
"45",36,4,4,4,0,0
"46",0,4,36,0,4,4
"47",32,8,0,0,4,4
"48",4,0,40,4,0,0
"49",24,12,8,4,0,0
"50",4,0,40,4,0,0
"51",44,0,0,4,0,0
"52",40,4,0,4,0,0
"53",4,0,0,0,4,0
"54",48,0,0,0,0,0
"55",36,8,4,0,0,0
"56",4,0,4,32,8,0
"57",4,4,36,4,0,0
"58",24,0,16,8,0,0
"59",0,0,36,12,0,0
"60",4,0,0,44,0,0
"61",32,4,4,8,0,0
"62",8,4,36,0,0,0
"63",44,0,0,0,4,0
"64",28,12,0,4,0,4
"65",8,4,36,0,0,0
"66",36,0,4,4,0,4
"67",36,0,4,4,4,0
"68",24,16,4,0,4,0
"69",8,8,28,4,0,0
"70",12,24,8,4,0,0
"71",40,4,0,4,0,0
"72",28,12,4,4,0,0
"73",40,4,4,0,0,0
"74",32,8,0,8,0,0
"75",4,4,32,4,4,0
"76",36,4,4,0,0,4
"77",32,0,8,4,4,0
"78",4,8,32,0,4,0
"79",0,4,0,40,4,0
"80",4,0,8,0,36,0
"81",28,0,0,8,8,4
"82",0,36,4,4,4,0
"83",32,4,4,0,4,4
"84",40,4,0,4,0,0
"85",36,12,0,0,0,0
"86",28,0,8,0,4,8
"87",36,4,8,0,0,0
"88",0,8,0,40,0,0
"89",32,0,4,4,8,0
"90",20,16,12,0,0,0
"91",8,28,4,4,4,0
"92",44,4,0,0,0,0
"93",36,0,4,4,4,0
"94",0,4,40,0,0,4
"95",36,8,4,0,0,0
"96",0,4,4,40,0,0
"97",36,4,0,8,0,0
"98",40,4,0,0,4,0
"99",44,0,0,4,0,0
"100",12,36,0,0,0,0
"101",0,0,0,8,36,4
"102",32,8,0,4,0,4
"103",0,4,36,4,4,0
"104",40,0,4,4,0,0
"105",24,16,0,0,8,0
"106",0,0,44,4,0,0
"107",16,24,4,4,0,0
"108",36,0,4,0,8,0
"109",28,8,12,0,0,0
"110",16,4,20,4,4,0
"111",32,4,8,0,4,0
"112",12,32,4,0,0,0
"113",44,0,0,0,4,0
"114",4,24,0,8,8,4
"115",36,12,0,0,0,0
"116",32,4,0,8,0,4
"117",32,4,4,8,0,0
"118",4,0,0,36,8,0
"119",4,36,4,4,0,0
"120",40,0,0,8,0,0
"121",36,4,4,0,0,4
"122",24,8,4,4,4,4
"123",16,24,8,0,0,0
"124",40,4,0,4,0,0
"125",0,0,4,40,0,4
"126",4,32,8,0,4,0
"127",4,8,32,4,0,0
"128",32,0,4,8,4,0
"129",12,20,12,0,4,0
"130",4,40,0,0,4,0
