"","V1","V2","V3","V4","V5","V6"
"1",1,12,5,0,0,0
"2",0,0,0,3,0,0
"3",3,0,0,0,1,0
"4",2,13,0,3,0,0
"5",0,0,3,0,0,0
"6",5,11,4,0,3,0
"7",8,3,0,0,1,0
"8",12,0,0,0,0,0
"9",10,3,0,0,4,0
"10",1,3,0,0,3,0
"11",9,6,1,0,0,0
"12",2,10,6,3,2,0
"13",0,7,6,0,6,0
"14",6,8,0,3,0,0
"15",2,2,5,4,0,0
"16",1,11,4,3,0,0
"17",9,0,0,0,0,0
"18",9,5,0,0,0,0
"19",2,13,0,0,3,0
"20",7,0,0,3,0,0
"21",3,0,0,4,0,0
"22",12,0,0,0,1,0
"23",0,0,1,0,0,0
"24",5,1,0,0,1,0
"25",5,3,0,0,0,0
"26",6,12,0,0,0,0
"27",4,0,2,0,0,0
"28",9,0,1,0,0,0
"29",10,0,0,0,0,0
"30",3,13,0,2,2,0
"31",13,0,0,2,0,0
"32",0,14,4,3,2,0
"33",4,2,7,0,0,0
"34",2,0,0,0,2,0
"35",0,2,0,0,1,0
"36",2,0,3,0,0,0
"37",1,4,4,8,0,0
"38",0,11,11,0,0,0
"39",0,0,0,3,0,0
"40",0,0,0,0,1,0
"41",3,16,0,0,0,0
"42",0,0,0,4,0,0
"43",0,3,0,0,0,0
"44",0,0,0,2,0,0
"45",5,9,3,0,0,0
"46",2,0,2,0,0,0
"47",5,3,0,0,0,0
"48",2,0,0,0,4,0
"49",9,0,0,0,0,0
"50",0,2,0,2,0,0
"51",1,0,0,0,1,0
"52",1,0,0,2,0,0
"53",5,0,0,0,2,0
"54",8,2,0,0,1,0
"55",9,3,2,0,0,0
"56",5,0,0,0,0,0
"57",11,2,0,2,0,0
"58",3,7,2,9,0,0
"59",0,0,2,0,0,0
"60",8,4,0,0,0,0
"61",0,0,0,3,0,0
"62",9,1,1,0,0,0
"63",0,19,0,0,0,0
"64",0,0,0,0,3,0
"65",1,0,1,0,0,0
"66",0,14,0,3,0,0
"67",13,0,0,0,2,0
"68",0,0,0,0,4,0
"69",15,2,0,0,0,0
"70",2,17,5,0,0,0
"71",1,0,0,2,0,0
"72",5,4,0,2,0,0
"73",9,0,3,0,0,0
"74",7,3,0,0,0,0
"75",5,0,0,0,1,0
"76",5,0,0,0,1,0
"77",1,0,0,2,0,0
"78",0,0,0,0,2,0
"79",3,12,0,0,0,0
"80",15,0,0,0,1,0
"81",2,7,5,0,0,0
"82",9,3,0,0,3,0
"83",2,6,8,0,0,0
"84",11,4,0,3,0,0
"85",6,8,0,0,0,0
"86",7,1,0,4,0,0
"87",2,8,2,2,0,1
"88",15,0,0,4,0,0
"89",7,8,1,2,0,0
"90",1,4,12,2,0,0
"91",4,1,0,3,0,0
"92",10,0,3,0,0,0
"93",6,3,0,0,1,0
"94",1,3,0,2,0,0
"95",2,3,18,0,0,0
"96",1,16,1,5,0,0
"97",0,0,0,0,3,0
"98",0,18,4,2,1,0
"99",0,0,0,0,4,0
"100",11,1,0,0,0,0
"101",0,11,9,0,2,0
"102",3,16,0,3,0,0
"103",4,4,3,0,2,0
"104",2,18,1,1,0,0
"105",15,0,0,0,1,0
"106",6,0,0,1,0,0
"107",6,0,1,0,0,0
"108",5,4,11,0,0,0
"109",1,10,0,0,0,0
"110",15,0,0,0,3,0
"111",2,0,0,3,0,0
"112",11,0,1,0,0,0
"113",13,4,1,0,4,0
"114",5,6,0,0,3,0
"115",4,0,0,0,0,0
"116",0,19,0,0,0,0
"117",5,16,0,2,0,0
"118",9,0,2,5,0,0
"119",4,11,2,2,0,2
"120",2,12,0,3,0,0
"121",0,7,7,2,0,0
"122",5,3,0,2,0,0
"123",5,9,2,0,0,0
"124",13,0,0,0,0,0
"125",12,1,0,4,0,0
"126",2,5,4,0,0,0
"127",14,0,0,0,3,0
"128",3,7,0,0,0,0
"129",12,5,0,0,0,0
"130",3,9,2,0,4,0
