"","V1","V2","V3","V4","V5","V6"
"1",0,4,4,24,16,0
"2",8,16,20,0,4,0
"3",0,12,24,12,0,0
"4",4,0,8,36,0,0
"5",12,4,16,16,0,0
"6",16,28,0,0,4,0
"7",4,4,0,28,12,0
"8",4,36,4,0,0,4
"9",4,4,32,4,4,0
"10",44,0,0,0,4,0
"11",0,4,16,28,0,0
"12",0,0,0,0,4,0
"13",12,20,12,0,4,0
"14",40,4,0,0,4,0
"15",4,4,4,36,0,0
"16",0,4,8,28,8,0
"17",16,8,24,0,0,0
"18",36,4,4,0,0,4
"19",4,4,0,28,12,0
"20",8,12,24,4,0,0
"21",0,0,8,40,0,0
"22",32,4,12,0,0,0
"23",24,20,4,0,0,0
"24",12,32,4,0,0,0
"25",0,0,4,28,12,4
"26",4,8,12,24,0,0
"27",0,4,36,8,0,0
"28",4,4,40,0,0,0
"29",4,0,12,28,4,0
"30",0,0,4,44,0,0
"31",4,40,0,4,0,0
"32",0,16,4,28,0,0
"33",4,8,12,24,0,0
"34",8,28,4,0,8,0
"35",4,4,28,8,4,0
"36",4,28,16,0,0,0
"37",8,0,4,20,16,0
"38",4,12,28,0,4,0
"39",8,4,4,28,4,0
"40",0,8,0,32,8,0
"41",4,0,28,12,4,0
"42",0,8,24,12,4,0
"43",4,8,24,8,4,0
"44",4,8,28,8,0,0
"45",0,28,20,0,0,0
"46",4,0,8,8,28,0
"47",0,16,32,0,0,0
"48",4,4,28,8,4,0
"49",0,4,4,36,4,0
"50",40,4,0,4,0,0
"51",40,4,0,4,0,0
"52",8,16,20,0,4,0
"53",4,0,0,0,4,0
"54",4,0,0,0,0,0
"55",4,36,8,0,0,0
"56",4,0,0,0,0,0
"57",28,16,0,0,4,0
"58",0,4,36,8,0,0
"59",8,28,12,0,0,0
"60",4,36,4,0,4,0
"61",0,8,4,32,4,0
"62",12,32,4,0,0,0
"63",0,0,0,0,4,0
"64",44,4,0,0,0,0
"65",4,4,36,0,4,0
"66",12,4,28,4,0,0
"67",4,16,20,4,4,0
"68",4,12,16,16,0,0
"69",8,16,24,0,0,0
"70",0,4,4,32,8,0
"71",44,0,0,4,0,0
"72",4,8,32,4,0,0
"73",44,4,0,0,0,0
"74",8,32,4,0,4,0
"75",44,4,0,0,0,0
"76",4,0,24,20,0,0
"77",8,12,24,4,0,0
"78",8,0,4,36,0,0
"79",0,4,8,28,8,0
"80",8,0,4,24,8,4
"81",4,16,16,12,0,0
"82",28,4,12,0,4,0
"83",4,4,8,32,0,0
"84",0,4,8,24,12,0
"85",0,8,12,28,0,0
"86",0,4,28,8,8,0
"87",4,0,20,0,24,0
"88",8,4,12,24,0,0
"89",4,16,12,12,4,0
"90",0,0,8,36,4,0
"91",4,4,24,16,0,0
"92",0,0,0,0,4,0
"93",4,4,16,20,4,0
"94",4,20,20,4,0,0
"95",0,0,12,28,8,0
"96",8,4,8,28,0,0
"97",20,12,12,0,4,0
"98",40,4,0,0,4,0
"99",0,4,36,4,4,0
"100",8,0,36,4,0,0
"101",4,4,28,8,4,0
"102",8,24,12,4,0,0
"103",4,4,28,12,0,0
"104",4,0,0,32,8,4
"105",36,8,0,0,4,0
"106",0,8,36,4,0,0
"107",4,40,0,4,0,0
"108",8,16,20,0,4,0
"109",0,0,12,36,0,0
"110",0,36,8,0,0,4
"111",4,4,36,0,0,4
"112",40,0,8,0,0,0
"113",0,8,24,12,4,0
"114",0,0,4,40,4,0
"115",0,0,0,0,4,0
"116",0,0,0,0,4,0
"117",8,4,24,12,0,0
"118",20,20,4,4,0,0
"119",28,16,0,4,0,0
"120",4,4,4,36,0,0
"121",40,8,0,0,0,0
"122",0,4,16,28,0,0
"123",8,4,8,28,0,0
"124",12,12,24,0,0,0
"125",8,4,0,36,0,0
"126",0,8,4,8,28,0
"127",16,12,20,0,0,0
"128",0,4,4,28,12,0
"129",8,36,0,4,0,0
"130",4,0,32,12,0,0
