"","V1","V2","V3","V4","V5","V6"
"1",0,0,3,0,0,0
"2",0,0,4,1,2,1
"3",0,0,0,12,0,0
"4",1,1,0,1,0,0
"5",1,5,0,2,0,0
"6",0,0,9,0,0,0
"7",0,1,2,0,0,0
"8",0,3,2,1,0,0
"9",0,3,0,2,1,0
"10",2,0,2,0,3,0
"11",0,0,7,2,0,0
"12",0,5,0,0,3,0
"13",1,0,0,3,4,0
"14",0,1,8,0,2,0
"15",0,0,0,6,0,0
"16",0,0,0,3,4,0
"17",0,4,0,0,0,0
"18",1,0,0,3,0,0
"19",0,0,5,2,0,0
"20",1,0,0,1,6,0
"21",0,0,2,0,2,0
"22",0,0,1,7,2,2
"23",0,2,3,0,0,0
"24",0,0,0,0,0,7
"25",0,0,1,3,2,0
"26",0,4,1,0,0,0
"27",2,0,1,1,0,0
"28",0,0,2,4,0,0
"29",0,0,0,2,7,0
"30",0,0,0,0,12,4
"31",0,0,0,6,2,0
"32",0,0,5,0,0,2
"33",0,0,1,11,1,2
"34",0,0,0,8,6,0
"35",0,0,4,0,0,0
"36",0,0,5,1,0,2
"37",0,0,5,0,4,0
"38",0,1,0,9,0,1
"39",0,0,7,0,3,0
"40",0,0,1,0,2,0
"41",4,1,0,0,0,0
"42",0,1,0,10,3,0
"43",2,0,0,0,2,0
"44",0,0,4,0,0,2
"45",0,1,0,5,6,0
"46",0,0,1,4,0,0
"47",0,1,1,4,2,0
"48",0,5,0,2,1,0
"49",0,0,4,4,0,2
"50",2,1,4,1,0,0
"51",0,0,4,0,0,2
"52",0,0,0,0,0,3
"53",2,0,0,0,3,0
"54",1,1,8,0,0,0
"55",0,2,7,0,0,0
"56",0,0,3,2,2,0
"57",0,0,2,5,0,0
"58",0,0,8,1,0,0
"59",6,0,0,0,3,0
"60",0,0,2,0,0,0
"61",0,0,8,0,0,0
"62",0,0,0,2,0,0
"63",1,2,5,0,3,0
"64",1,2,0,1,0,0
"65",0,1,2,1,0,0
"66",0,1,1,1,0,0
"67",0,0,2,12,1,0
"68",0,0,0,2,10,0
"69",2,1,0,4,0,0
"70",0,0,0,5,2,0
"71",1,5,1,2,0,0
"72",0,0,4,4,0,0
"73",1,2,4,0,0,0
"74",0,4,2,0,1,0
"75",1,0,5,0,0,0
"76",0,0,0,5,6,0
"77",1,0,1,0,0,5
"78",0,0,0,11,0,1
"79",0,0,1,5,3,0
"80",2,0,1,0,0,0
"81",0,0,4,0,0,0
"82",0,0,6,0,2,0
"83",0,0,1,7,0,0
"84",0,1,0,7,1,0
"85",4,3,0,0,0,0
"86",0,1,1,9,0,0
"87",0,0,0,4,3,4
"88",0,1,0,4,0,0
"89",0,1,0,0,6,0
"90",0,1,7,0,0,0
"91",0,0,8,1,1,0
"92",1,0,1,6,0,0
"93",0,0,0,1,13,0
"94",0,0,1,4,1,0
"95",1,0,2,7,0,0
"96",0,0,6,4,0,0
"97",0,1,5,2,0,0
"98",0,0,0,6,3,0
"99",2,2,3,0,1,0
"100",0,3,2,1,0,0
"101",0,0,0,0,4,10
"102",0,0,0,7,7,0
"103",0,0,3,0,0,0
"104",0,0,0,0,0,12
"105",0,2,0,0,3,0
"106",0,0,10,0,0,0
"107",0,0,9,3,0,0
"108",0,0,4,0,3,0
"109",0,0,3,0,0,0
"110",1,0,6,1,0,1
"111",0,0,4,0,0,0
"112",1,5,3,0,0,0
"113",0,1,5,0,0,0
"114",0,0,4,2,1,0
"115",1,4,1,0,3,0
"116",0,0,2,11,0,0
"117",1,0,3,2,0,0
"118",0,0,3,5,0,0
"119",0,1,1,8,3,0
"120",0,1,0,4,0,0
"121",0,2,0,1,0,3
"122",1,0,6,0,0,0
"123",0,0,8,0,0,0
"124",0,0,4,8,0,0
"125",0,0,3,4,0,2
"126",0,0,1,2,0,0
"127",0,0,7,6,0,1
"128",0,0,0,5,4,0
"129",1,2,1,1,0,2
"130",0,0,4,0,0,4
