"","V1","V2","V3","V4","V5","V6"
"1",0,2,1,25,1,0
"2",0,0,0,26,4,0
"3",2,0,16,7,3,1
"4",1,0,0,23,4,0
"5",4,5,0,0,0,0
"6",0,0,6,6,13,0
"7",1,0,17,0,1,0
"8",2,0,21,8,0,0
"9",0,2,3,5,13,0
"10",1,1,3,9,1,0
"11",2,0,16,6,0,0
"12",0,2,20,0,2,0
"13",0,1,0,20,0,1
"14",0,1,0,12,11,1
"15",0,2,0,31,0,1
"16",8,1,0,1,0,0
"17",0,0,3,20,1,0
"18",0,0,2,0,0,18
"19",1,0,0,31,2,0
"20",0,0,0,22,0,2
"21",0,0,1,1,21,1
"22",1,2,22,5,0,0
"23",1,0,3,15,2,0
"24",0,3,2,26,2,0
"25",0,0,0,0,2,15
"26",0,3,18,0,0,0
"27",0,1,19,4,0,0
"28",0,0,1,8,8,2
"29",1,1,2,20,2,0
"30",0,4,0,23,0,1
"31",1,1,0,17,4,0
"32",1,12,2,0,1,0
"33",0,0,1,24,1,2
"34",0,0,2,21,2,1
"35",0,0,2,26,3,0
"36",0,4,19,0,0,1
"37",0,0,4,7,13,1
"38",7,1,10,0,1,0
"39",1,0,0,18,4,2
"40",0,1,0,26,2,1
"41",0,0,3,1,9,2
"42",5,9,0,8,0,2
"43",0,0,1,3,24,0
"44",1,0,0,26,0,0
"45",0,1,0,17,7,2
"46",8,0,0,0,0,0
"47",0,0,1,0,12,3
"48",3,9,0,1,0,0
"49",0,0,2,16,1,5
"50",3,2,8,2,0,0
"51",1,0,2,19,0,1
"52",2,8,3,0,2,4
"53",4,15,1,0,2,0
"54",2,2,0,13,4,3
"55",0,12,2,1,3,1
"56",1,3,2,9,8,0
"57",0,0,2,22,2,3
"58",0,0,2,24,2,0
"59",5,5,6,1,5,0
"60",2,6,11,1,0,0
"61",0,2,1,24,4,0
"62",1,2,10,8,0,0
"63",2,17,0,0,0,0
"64",0,0,0,25,1,3
"65",0,1,0,1,20,1
"66",0,4,3,21,0,0
"67",1,0,0,25,2,0
"68",2,0,10,18,2,0
"69",1,2,15,0,0,3
"70",0,0,2,28,2,0
"71",1,2,15,2,2,0
"72",3,15,1,0,0,0
"73",6,2,6,8,1,4
"74",0,4,13,14,2,0
"75",0,2,8,0,7,2
"76",2,3,3,1,3,0
"77",0,4,16,2,0,0
"78",0,0,3,24,0,2
"79",1,13,1,0,0,0
"80",1,0,0,0,20,4
"81",1,0,5,25,0,0
"82",2,0,6,12,5,0
"83",0,3,18,0,0,0
"84",0,1,2,25,2,0
"85",0,0,0,0,17,2
"86",0,0,2,24,5,0
"87",1,5,13,0,1,0
"88",0,7,2,22,0,0
"89",0,6,1,12,2,0
"90",0,0,6,20,2,0
"91",0,1,2,26,1,0
"92",12,0,0,0,0,0
"93",1,0,11,8,1,0
"94",1,2,16,2,1,0
"95",0,0,0,25,0,1
"96",1,14,5,8,0,0
"97",0,2,16,0,1,5
"98",0,4,21,2,1,0
"99",0,0,2,0,17,4
"100",4,10,5,0,0,0
"101",0,0,0,3,17,1
"102",0,1,17,6,1,0
"103",0,0,18,2,5,0
"104",0,0,0,3,15,4
"105",1,0,19,2,1,0
"106",0,0,1,13,7,2
"107",0,0,18,1,3,0
"108",2,0,1,28,0,0
"109",0,0,0,0,2,12
"110",13,1,0,0,2,1
"111",1,1,0,0,27,0
"112",0,2,13,3,6,0
"113",0,0,1,0,22,2
"114",1,0,0,15,10,0
"115",0,0,0,29,0,2
"116",2,4,15,2,5,0
"117",0,2,4,19,0,1
"118",0,1,0,0,22,0
"119",2,0,1,21,0,0
"120",1,1,0,22,2,0
"121",0,2,16,0,5,2
"122",0,2,20,5,2,0
"123",0,3,3,20,0,1
"124",0,0,2,25,2,0
"125",0,0,1,26,2,3
"126",0,2,3,30,0,0
"127",5,1,11,2,0,0
"128",0,0,2,29,0,0
"129",0,1,24,2,1,0
"130",0,3,0,14,4,1
