"","V1","V2","V3","V4","V5","V6"
"1",0,8,36,4,0,0
"2",28,12,4,4,0,0
"3",8,0,8,32,0,0
"4",28,4,4,8,4,0
"5",16,28,0,4,0,0
"6",0,40,4,0,4,0
"7",4,8,36,0,0,0
"8",36,8,0,4,0,0
"9",40,0,4,0,4,0
"10",40,4,0,0,4,0
"11",24,16,0,8,0,0
"12",0,0,0,0,4,0
"13",24,20,0,0,4,0
"14",44,0,0,0,4,0
"15",8,20,16,4,0,0
"16",8,4,20,12,4,0
"17",36,8,0,4,0,0
"18",8,36,0,0,4,0
"19",4,32,4,8,0,0
"20",8,32,4,4,0,0
"21",4,4,32,8,0,0
"22",32,8,8,0,0,0
"23",28,8,12,0,0,0
"24",0,4,8,36,0,0
"25",0,0,36,8,0,4
"26",0,4,0,32,8,4
"27",36,8,0,4,0,0
"28",8,4,36,0,0,0
"29",8,0,0,40,0,0
"30",32,8,0,4,4,0
"31",8,36,0,4,0,0
"32",4,28,16,0,0,0
"33",8,24,12,4,0,0
"34",32,4,4,0,8,0
"35",8,32,0,8,0,0
"36",12,0,36,0,0,0
"37",0,0,40,4,0,4
"38",12,24,8,0,4,0
"39",4,12,24,4,4,0
"40",4,20,16,4,4,0
"41",8,32,0,4,4,0
"42",4,4,16,20,4,0
"43",4,28,12,0,0,4
"44",4,36,0,4,0,4
"45",8,32,4,4,0,0
"46",0,4,36,0,4,4
"47",0,32,8,0,8,0
"48",4,28,8,8,0,0
"49",4,4,36,0,4,0
"50",40,4,0,4,0,0
"51",40,4,0,0,4,0
"52",36,4,8,0,0,0
"53",4,0,0,0,4,0
"54",4,0,0,0,0,0
"55",4,40,4,0,0,0
"56",40,4,0,0,4,0
"57",4,0,40,4,0,0
"58",4,28,12,4,0,0
"59",48,0,0,0,0,0
"60",16,8,24,0,0,0
"61",0,4,40,4,0,0
"62",36,8,0,4,0,0
"63",0,0,0,0,4,0
"64",16,28,4,0,0,0
"65",0,32,8,8,0,0
"66",8,4,32,4,0,0
"67",28,12,4,0,4,0
"68",8,28,12,0,0,0
"69",8,12,28,0,0,0
"70",8,36,4,0,0,0
"71",44,0,0,4,0,0
"72",0,44,0,4,0,0
"73",20,4,0,0,4,0
"74",12,28,0,8,0,0
"75",8,32,0,8,0,0
"76",4,24,16,0,4,0
"77",0,8,8,24,8,0
"78",4,12,20,0,4,8
"79",4,28,8,0,8,0
"80",20,24,0,0,0,4
"81",0,0,4,24,20,0
"82",0,36,4,4,4,0
"83",12,28,8,0,0,0
"84",12,28,4,4,0,0
"85",8,40,0,0,0,0
"86",8,8,24,8,0,0
"87",24,16,4,0,4,0
"88",16,4,12,12,4,0
"89",0,16,24,0,8,0
"90",0,40,8,0,0,0
"91",4,40,0,4,0,0
"92",0,0,0,0,4,0
"93",8,0,4,24,12,0
"94",4,4,36,4,0,0
"95",8,4,8,24,0,4
"96",0,4,4,40,0,0
"97",4,20,20,4,0,0
"98",4,16,20,4,4,0
"99",16,8,16,4,4,0
"100",24,16,4,4,0,0
"101",0,4,16,24,4,0
"102",28,16,0,0,4,0
"103",4,8,36,0,0,0
"104",4,0,0,32,8,4
"105",8,32,4,0,4,0
"106",0,40,4,4,0,0
"107",36,4,8,0,0,0
"108",8,32,0,4,4,0
"109",0,8,40,0,0,0
"110",32,4,4,4,0,4
"111",0,4,36,4,4,0
"112",40,4,4,0,0,0
"113",44,0,0,0,4,0
"114",0,0,36,8,4,0
"115",0,0,0,0,4,0
"116",0,0,0,0,4,0
"117",20,16,8,4,0,0
"118",0,40,8,0,0,0
"119",36,0,8,0,4,0
"120",16,20,8,4,0,0
"121",36,4,4,0,0,4
"122",0,4,12,20,8,4
"123",8,4,36,0,0,0
"124",8,12,24,0,4,0
"125",12,4,8,24,0,0
"126",8,16,20,4,0,0
"127",44,0,0,0,4,0
"128",0,4,24,8,12,0
"129",28,8,4,4,4,0
"130",36,8,0,0,4,0
