"","V1","V2","V3","V4","V5","V6"
"1",0,2,1,25,1,0
"2",2,0,10,10,0,0
"3",3,2,16,4,0,0
"4",1,0,0,24,1,0
"5",4,5,0,0,0,0
"6",10,3,1,10,0,0
"7",1,0,17,0,1,0
"8",2,0,21,8,0,0
"9",0,2,10,6,5,0
"10",3,12,3,0,5,0
"11",3,9,6,7,0,0
"12",0,7,7,3,2,0
"13",0,5,0,14,4,0
"14",1,11,1,0,2,0
"15",2,1,2,25,0,0
"16",1,5,12,0,1,0
"17",3,3,8,10,0,0
"18",0,2,3,7,7,4
"19",1,0,5,17,2,0
"20",0,1,0,18,1,0
"21",0,0,4,3,12,3
"22",1,2,22,5,0,0
"23",1,0,6,16,0,0
"24",0,7,4,19,0,0
"25",1,2,4,16,2,0
"26",0,3,3,26,0,0
"27",0,2,12,18,0,0
"28",1,1,19,2,0,0
"29",0,0,3,19,3,2
"30",1,1,11,13,0,0
"31",1,1,0,17,4,0
"32",1,14,0,0,0,0
"33",0,0,1,24,1,2
"34",0,0,9,16,3,0
"35",0,3,2,24,2,0
"36",0,4,19,0,0,1
"37",0,0,4,7,13,1
"38",2,11,5,0,1,0
"39",1,2,0,19,1,0
"40",0,1,0,26,2,1
"41",0,0,9,9,0,0
"42",5,9,0,8,0,2
"43",0,0,1,3,24,0
"44",1,0,0,26,0,0
"45",0,1,7,11,2,2
"46",4,7,0,0,0,0
"47",0,0,1,24,0,0
"48",0,2,18,9,2,0
"49",0,2,3,20,0,1
"50",3,1,15,2,0,0
"51",3,0,2,17,2,0
"52",0,3,0,15,6,0
"53",1,0,0,0,2,0
"54",3,12,5,2,0,0
"55",1,17,3,0,0,0
"56",0,0,0,0,0,0
"57",1,0,0,21,7,2
"58",0,0,2,24,2,0
"59",5,5,6,1,5,0
"60",2,6,11,1,0,0
"61",0,2,1,24,4,0
"62",1,2,10,8,0,0
"63",2,17,0,0,0,0
"64",0,0,15,0,0,3
"65",0,1,20,2,0,1
"66",0,4,3,21,0,0
"67",1,2,18,0,2,0
"68",2,0,12,15,2,0
"69",1,2,15,0,0,3
"70",0,0,2,28,0,0
"71",1,16,1,2,0,0
"72",3,15,1,0,0,0
"73",7,7,5,0,0,0
"74",0,3,19,0,2,0
"75",0,3,0,15,3,0
"76",2,3,3,1,3,0
"77",0,4,16,2,0,0
"78",0,0,3,24,0,2
"79",1,13,1,0,0,0
"80",1,0,0,19,13,0
"81",10,2,1,0,0,0
"82",2,3,1,11,6,0
"83",0,1,7,18,0,0
"84",0,1,0,23,3,0
"85",0,3,6,21,0,0
"86",0,8,2,8,5,0
"87",0,2,0,28,3,0
"88",3,3,0,28,0,0
"89",0,0,1,2,16,1
"90",0,0,6,20,2,0
"91",0,1,2,26,1,0
"92",13,1,0,0,0,0
"93",1,0,11,8,1,0
"94",1,2,16,2,1,0
"95",0,0,0,22,3,0
"96",0,3,0,13,6,0
"97",7,5,5,0,2,0
"98",1,0,23,2,1,0
"99",0,0,4,16,8,4
"100",1,0,12,10,3,1
"101",0,0,0,3,17,1
"102",2,3,1,13,0,0
"103",2,2,1,14,2,0
"104",0,0,0,3,15,4
"105",2,0,16,2,1,0
"106",0,0,3,16,4,2
"107",0,0,7,13,2,0
"108",0,1,16,5,3,0
"109",0,0,0,0,11,4
"110",2,16,0,0,4,0
"111",0,3,15,4,6,0
"112",2,15,7,0,3,0
"113",5,8,1,0,0,0
"114",0,0,0,26,5,2
"115",0,2,15,4,0,1
"116",0,5,14,8,0,0
"117",0,2,4,19,0,1
"118",3,1,0,22,0,0
"119",0,0,0,19,3,0
"120",1,1,2,24,0,0
"121",12,0,0,0,0,0
"122",5,9,0,1,2,0
"123",0,2,3,23,0,0
"124",2,0,0,21,2,0
"125",0,1,0,29,0,3
"126",2,1,2,23,2,0
"127",0,3,16,4,2,0
"128",0,0,2,29,0,0
"129",0,1,24,2,1,0
"130",0,13,5,0,2,0
