"","V1","V2","V3","V4","V5","V6"
"1",1,8,6,0,0,0
"2",9,2,0,0,0,0
"3",0,0,0,0,2,0
"4",2,13,0,3,0,0
"5",0,0,3,0,0,0
"6",7,12,0,0,2,0
"7",14,0,0,0,3,0
"8",3,17,0,3,3,0
"9",12,0,0,3,0,0
"10",0,8,4,0,7,0
"11",14,0,3,0,0,0
"12",8,5,0,3,2,0
"13",9,1,0,0,0,0
"14",4,9,2,3,0,0
"15",0,3,10,14,0,0
"16",3,11,0,0,3,0
"17",3,0,0,0,0,0
"18",9,5,0,0,0,0
"19",2,13,0,0,2,0
"20",4,11,0,3,0,0
"21",1,10,6,3,0,0
"22",4,0,0,3,0,0
"23",0,0,1,0,0,0
"24",8,4,1,0,4,0
"25",1,6,0,0,3,0
"26",9,6,0,0,0,0
"27",15,1,0,0,0,0
"28",13,0,1,0,0,0
"29",0,2,0,0,3,0
"30",10,0,3,0,0,0
"31",13,0,0,2,0,0
"32",2,11,2,3,0,0
"33",4,0,0,0,2,0
"34",2,0,0,0,2,0
"35",8,2,0,0,3,0
"36",10,0,3,0,0,0
"37",0,5,7,7,4,0
"38",9,0,0,0,3,0
"39",0,0,0,3,0,0
"40",0,0,3,0,0,0
"41",1,0,2,0,0,0
"42",0,0,0,4,0,0
"43",0,3,0,0,0,0
"44",0,0,0,2,0,0
"45",5,9,3,0,0,0
"46",2,0,2,0,0,0
"47",8,0,1,0,0,0
"48",2,3,0,0,3,0
"49",2,10,2,0,0,0
"50",18,2,0,2,0,0
"51",5,0,0,0,3,0
"52",5,0,0,0,0,0
"53",5,0,0,0,2,0
"54",3,2,0,0,3,0
"55",9,4,2,0,0,0
"56",1,0,0,0,3,0
"57",3,13,0,0,3,0
"58",1,9,2,3,0,0
"59",10,3,0,0,0,0
"60",7,2,3,0,0,0
"61",0,0,0,3,0,0
"62",0,1,1,0,0,0
"63",3,18,1,2,4,0
"64",13,2,0,3,0,0
"65",9,3,0,0,3,0
"66",3,7,1,3,0,0
"67",3,11,0,0,4,0
"68",14,0,0,0,0,0
"69",15,2,0,0,0,0
"70",8,9,0,0,0,0
"71",1,0,0,2,0,0
"72",11,2,0,1,0,0
"73",14,1,0,0,0,0
"74",9,3,0,0,0,0
"75",0,0,0,0,0,0
"76",0,0,0,2,0,0
"77",1,0,0,2,0,0
"78",0,0,0,0,3,0
"79",0,12,8,0,4,0
"80",3,10,3,0,0,4
"81",2,0,0,4,0,0
"82",0,2,0,0,1,0
"83",0,0,0,0,2,0
"84",2,8,5,0,0,0
"85",2,0,0,0,0,0
"86",11,0,0,3,0,0
"87",0,4,16,6,3,0
"88",6,0,0,4,0,0
"89",2,13,1,0,0,0
"90",0,17,5,0,3,0
"91",2,16,0,3,0,0
"92",14,2,0,0,0,0
"93",4,5,2,0,4,0
"94",12,2,3,0,0,0
"95",9,5,1,0,0,0
"96",0,19,1,5,0,0
"97",0,0,0,0,1,0
"98",4,12,1,0,3,0
"99",1,11,4,0,2,0
"100",0,0,0,2,0,0
"101",4,8,3,0,3,0
"102",0,0,0,0,2,0
"103",3,0,3,0,0,0
"104",10,1,0,1,0,0
"105",7,0,0,0,0,0
"106",13,0,0,1,0,0
"107",0,14,5,2,4,0
"108",10,2,0,0,0,0
"109",6,0,0,0,0,0
"110",14,0,0,0,4,0
"111",2,0,0,3,0,0
"112",11,0,1,0,0,0
"113",14,2,0,0,1,0
"114",8,0,0,0,2,0
"115",13,0,0,1,0,0
"116",13,0,0,0,0,0
"117",2,20,0,2,0,0
"118",12,0,2,5,0,0
"119",9,0,1,0,0,0
"120",2,6,2,3,0,0
"121",2,0,2,0,0,0
"122",9,1,0,0,0,0
"123",7,0,2,0,0,0
"124",4,6,10,0,2,2
"125",9,3,0,4,0,0
"126",2,12,4,0,0,0
"127",2,4,0,0,0,0
"128",0,15,5,0,4,0
"129",11,1,0,2,0,0
"130",7,6,1,0,1,0
