"","V1","V2","V3","V4","V5","V6"
"1",0,3,6,0,0,0
"2",6,3,0,2,0,0
"3",15,0,0,0,0,0
"4",0,0,6,9,0,0
"5",0,8,2,0,2,0
"6",8,3,0,0,2,0
"7",0,1,6,0,0,0
"8",5,4,0,1,0,0
"9",6,2,0,0,2,0
"10",0,8,1,0,1,0
"11",5,7,0,1,0,0
"12",1,5,2,3,0,0
"13",2,0,0,0,0,0
"14",0,8,0,0,3,0
"15",2,1,2,3,0,0
"16",0,9,0,0,0,0
"17",6,0,3,0,0,0
"18",0,10,0,0,0,4
"19",0,8,2,0,0,0
"20",0,9,0,2,0,0
"21",0,3,0,1,0,3
"22",4,4,2,0,0,0
"23",7,5,3,0,0,0
"24",0,0,0,3,7,2
"25",0,6,1,2,1,0
"26",1,12,0,0,0,0
"27",6,4,2,2,0,0
"28",8,0,2,0,0,0
"29",0,1,8,7,0,0
"30",0,4,5,0,0,0
"31",0,13,0,2,0,0
"32",6,6,0,0,0,0
"33",5,2,0,3,1,0
"34",6,1,0,0,3,0
"35",0,0,2,14,1,0
"36",8,0,2,0,0,0
"37",0,0,0,0,4,0
"38",1,8,0,3,0,0
"39",2,8,0,5,0,0
"40",2,6,2,0,3,0
"41",5,5,0,0,2,0
"42",0,3,3,8,2,0
"43",0,4,9,1,0,0
"44",0,6,0,1,2,0
"45",2,0,0,3,0,0
"46",4,6,0,2,0,0
"47",0,6,0,3,3,0
"48",6,6,0,4,0,0
"49",0,0,0,0,4,0
"50",14,1,0,2,0,0
"51",1,11,0,1,0,0
"52",8,2,0,2,0,0
"53",9,0,0,0,1,0
"54",5,4,2,0,0,0
"55",0,10,1,0,0,0
"56",0,9,1,0,0,0
"57",0,8,3,0,2,0
"58",1,9,3,2,0,0
"59",12,0,0,0,0,0
"60",6,2,0,0,0,0
"61",0,0,9,6,0,0
"62",2,6,2,0,2,0
"63",1,0,2,9,0,0
"64",1,9,0,0,2,0
"65",1,9,0,3,0,0
"66",0,0,11,2,0,0
"67",2,0,0,0,3,0
"68",6,0,0,0,3,0
"69",1,2,8,0,0,0
"70",0,8,2,0,0,0
"71",10,0,0,3,0,0
"72",0,12,0,2,0,0
"73",0,0,0,0,4,0
"74",5,2,0,0,0,0
"75",1,7,0,2,0,0
"76",2,6,4,0,2,0
"77",0,2,9,1,0,0
"78",0,2,9,4,0,0
"79",0,6,3,0,4,0
"80",7,2,0,0,0,3
"81",0,8,0,0,3,0
"82",6,1,0,0,2,0
"83",0,7,3,0,0,0
"84",1,7,0,0,0,0
"85",1,9,0,0,0,0
"86",0,6,3,0,3,0
"87",1,1,4,0,0,4
"88",0,9,0,1,0,0
"89",6,2,0,2,0,0
"90",0,9,2,0,0,0
"91",2,8,0,2,0,0
"92",2,0,0,0,3,0
"93",9,0,0,0,2,0
"94",6,0,3,0,0,0
"95",0,10,0,3,0,0
"96",0,0,6,7,0,0
"97",5,1,0,0,3,0
"98",4,0,3,1,1,0
"99",0,0,7,5,1,0
"100",0,3,0,0,0,0
"101",0,3,7,4,2,0
"102",0,7,2,3,0,2
"103",0,1,7,8,1,0
"104",0,0,4,6,3,0
"105",4,6,0,0,2,0
"106",6,5,2,1,0,0
"107",6,1,1,0,0,0
"108",0,8,2,0,3,0
"109",0,1,11,0,0,0
"110",1,9,2,0,0,0
"111",2,2,3,0,0,0
"112",10,0,1,0,0,0
"113",4,0,0,0,2,0
"114",2,5,0,0,3,0
"115",1,2,6,0,2,0
"116",0,12,0,0,2,0
"117",2,4,3,2,0,0
"118",0,10,2,0,0,0
"119",11,0,0,0,3,0
"120",1,4,0,1,0,0
"121",9,0,0,0,0,0
"122",0,2,6,2,0,0
"123",0,0,13,0,0,0
"124",9,0,0,0,0,0
"125",0,2,7,5,0,0
"126",0,3,11,0,0,0
"127",2,8,0,0,2,0
"128",0,1,4,7,2,0
"129",10,1,0,2,0,0
"130",1,6,1,1,0,0
