"","V1","V2","V3","V4","V5","V6"
"1",0,4,4,4,36,0
"2",4,4,16,20,4,0
"3",8,12,20,4,4,0
"4",4,0,0,40,4,0
"5",4,0,16,4,24,0
"6",12,0,4,8,4,20
"7",4,4,0,4,32,4
"8",8,8,0,4,28,0
"9",4,36,0,4,4,0
"10",8,8,4,12,16,0
"11",0,8,0,20,20,0
"12",4,4,36,0,4,0
"13",4,4,0,8,0,32
"14",0,4,0,12,28,4
"15",0,4,0,40,0,4
"16",36,8,0,4,0,0
"17",0,4,12,20,8,4
"18",0,4,4,36,0,4
"19",4,0,4,28,12,0
"20",4,4,0,36,0,4
"21",0,0,4,0,36,8
"22",0,4,24,4,16,0
"23",8,0,8,28,4,0
"24",0,24,4,8,12,0
"25",4,0,4,28,12,0
"26",0,8,4,20,16,0
"27",4,0,40,4,0,0
"28",0,0,4,24,16,4
"29",4,4,4,28,8,0
"30",8,4,20,8,8,0
"31",4,4,0,36,4,0
"32",4,0,32,12,0,0
"33",0,4,4,12,20,8
"34",8,4,8,8,8,12
"35",0,0,4,4,0,40
"36",4,4,12,4,16,8
"37",0,8,0,0,24,16
"38",4,4,36,4,0,0
"39",8,0,0,32,4,4
"40",4,0,0,4,32,8
"41",4,0,4,4,24,12
"42",8,16,4,16,0,4
"43",0,4,0,8,32,4
"44",4,4,0,40,0,0
"45",0,4,0,0,40,4
"46",4,0,0,4,24,16
"47",0,4,8,0,8,28
"48",0,8,4,4,32,0
"49",4,0,0,0,36,8
"50",12,8,20,8,0,0
"51",4,4,4,28,4,4
"52",8,20,8,0,4,8
"53",12,28,4,0,4,0
"54",12,16,12,0,0,8
"55",4,4,36,0,4,0
"56",12,8,4,12,12,0
"57",0,0,4,40,0,4
"58",0,0,4,4,40,0
"59",8,4,8,12,16,0
"60",4,0,8,0,4,32
"61",0,8,4,32,4,0
"62",4,4,4,16,20,0
"63",8,0,4,8,24,4
"64",4,0,16,24,4,0
"65",8,36,4,0,0,0
"66",0,8,8,32,0,0
"67",8,0,0,0,36,4
"68",8,4,0,36,0,0
"69",8,4,4,16,16,0
"70",0,0,4,40,4,0
"71",8,4,28,4,4,0
"72",8,36,4,0,0,0
"73",16,20,8,0,0,4
"74",0,8,20,16,4,0
"75",4,8,4,24,4,4
"76",16,24,4,0,4,0
"77",4,8,8,8,4,16
"78",0,0,8,36,0,4
"79",0,0,4,0,20,24
"80",8,4,0,16,16,4
"81",4,0,8,36,0,0
"82",0,12,0,28,8,0
"83",0,8,4,0,8,28
"84",0,0,4,4,40,0
"85",0,4,0,0,8,36
"86",0,0,4,40,4,0
"87",12,0,4,4,28,0
"88",0,12,4,32,0,0
"89",0,16,4,24,4,0
"90",0,0,8,32,4,4
"91",0,4,0,4,16,24
"92",44,4,0,0,0,0
"93",4,4,0,0,40,0
"94",0,4,36,4,0,4
"95",0,0,0,0,44,4
"96",4,24,8,12,0,0
"97",4,0,12,4,28,0
"98",4,0,4,0,20,20
"99",0,4,8,28,8,0
"100",8,36,0,4,0,0
"101",4,0,4,0,28,12
"102",0,0,4,8,36,0
"103",0,4,4,12,8,20
"104",4,0,0,8,0,36
"105",4,0,32,0,12,0
"106",0,0,4,36,4,4
"107",4,0,16,8,20,0
"108",0,8,0,0,12,28
"109",0,0,4,4,40,0
"110",8,4,4,28,4,0
"111",4,4,36,0,0,4
"112",0,8,8,28,4,0
"113",0,8,4,0,36,0
"114",0,0,0,0,12,36
"115",0,0,0,44,0,4
"116",4,8,24,4,8,0
"117",4,4,8,16,0,16
"118",8,4,0,8,20,8
"119",4,4,4,36,0,0
"120",4,4,0,4,36,0
"121",12,0,0,0,32,4
"122",0,4,8,0,36,0
"123",0,4,8,0,0,36
"124",0,0,4,40,4,0
"125",0,0,4,40,0,4
"126",4,0,0,40,4,0
"127",0,0,12,36,0,0
"128",0,0,4,28,16,0
"129",0,0,32,8,4,4
"130",4,40,4,0,0,0
