"","V1","V2","V3","V4","V5","V6"
"1",0,4,27,3,0,0
"2",0,2,22,1,2,1
"3",3,1,5,2,11,0
"4",14,4,1,3,0,0
"5",0,0,0,27,0,0
"6",0,4,1,7,10,0
"7",2,4,22,0,0,0
"8",7,14,4,2,0,0
"9",1,17,0,1,0,0
"10",1,3,1,7,11,0
"11",2,4,11,2,4,0
"12",0,2,3,17,2,0
"13",0,1,0,4,0,19
"14",0,2,26,0,4,0
"15",0,4,0,29,0,0
"16",1,6,22,3,0,0
"17",10,4,9,2,0,0
"18",13,1,0,1,0,0
"19",0,0,25,9,2,0
"20",0,0,0,22,0,2
"21",0,1,22,0,3,0
"22",0,0,3,4,13,3
"23",3,15,8,0,0,0
"24",0,0,0,0,2,27
"25",0,0,8,16,4,0
"26",0,24,2,0,0,0
"27",13,1,7,5,0,0
"28",3,0,21,5,0,2
"29",1,5,3,10,3,0
"30",0,7,21,0,0,0
"31",1,1,0,20,2,0
"32",2,0,24,2,0,3
"33",11,4,0,2,3,2
"34",0,0,1,14,3,6
"35",1,0,24,5,0,0
"36",0,4,25,2,0,3
"37",0,3,0,14,9,0
"38",0,2,1,0,2,23
"39",2,0,27,3,1,0
"40",0,3,19,2,5,0
"41",5,5,7,1,2,3
"42",0,5,0,14,5,7
"43",2,0,1,16,10,0
"44",2,2,22,2,0,1
"45",2,0,21,2,0,0
"46",0,1,0,0,23,5
"47",0,2,3,0,27,0
"48",1,4,23,2,0,0
"49",1,1,0,4,22,0
"50",6,5,10,2,0,0
"51",0,3,0,17,0,3
"52",7,11,1,0,0,2
"53",5,18,0,0,2,0
"54",3,2,1,13,3,1
"55",1,3,27,0,0,0
"56",0,3,3,30,4,0
"57",8,11,2,1,0,0
"58",1,0,14,11,3,0
"59",0,0,2,2,25,0
"60",1,2,20,2,0,0
"61",0,2,30,3,0,0
"62",16,3,1,2,0,0
"63",2,0,2,0,17,0
"64",2,2,0,24,0,0
"65",4,5,18,6,0,0
"66",1,6,22,3,0,0
"67",0,0,5,26,2,0
"68",0,1,0,7,15,2
"69",5,2,17,5,0,0
"70",4,2,0,3,21,4
"71",2,6,16,2,0,0
"72",0,3,0,29,0,1
"73",8,10,1,0,0,0
"74",1,3,2,20,2,0
"75",9,1,11,5,0,0
"76",2,6,2,15,10,0
"77",0,6,5,4,1,8
"78",0,0,1,28,0,2
"79",2,0,7,13,10,0
"80",11,3,2,0,0,0
"81",3,1,22,0,0,0
"82",0,5,23,0,4,0
"83",0,1,0,10,13,5
"84",0,4,19,6,3,0
"85",0,4,24,0,5,0
"86",0,1,20,9,2,0
"87",1,0,4,26,0,0
"88",0,15,2,14,0,0
"89",0,6,11,4,2,0
"90",0,1,29,0,0,0
"91",0,1,22,1,2,0
"92",0,6,0,17,2,0
"93",1,1,0,0,25,0
"94",0,1,4,20,2,0
"95",2,1,15,9,0,0
"96",0,0,1,13,2,8
"97",2,0,1,5,23,0
"98",3,0,0,15,7,0
"99",2,2,0,5,14,0
"100",2,8,1,8,2,0
"101",0,0,0,0,3,27
"102",0,2,0,6,5,9
"103",1,8,15,0,0,0
"104",0,0,0,3,0,18
"105",0,16,4,0,5,0
"106",0,0,29,1,0,0
"107",0,0,10,7,2,1
"108",4,16,0,1,3,2
"109",0,5,31,0,0,0
"110",1,4,19,2,0,2
"111",4,2,24,0,0,0
"112",16,0,6,2,0,0
"113",4,6,18,0,0,0
"114",0,0,0,0,8,28
"115",0,0,0,29,0,2
"116",2,20,0,2,5,0
"117",5,5,15,5,0,0
"118",2,3,13,7,0,0
"119",0,19,4,0,3,0
"120",2,4,16,9,0,0
"121",1,13,0,1,2,6
"122",3,2,22,2,0,0
"123",0,2,28,0,0,0
"124",0,0,1,24,2,3
"125",0,0,15,15,0,1
"126",2,0,20,7,2,0
"127",2,2,15,7,0,2
"128",0,0,2,19,11,0
"129",3,15,2,4,0,2
"130",3,3,11,0,1,5
