"","V1","V2","V3","V4","V5","V6"
"1",8,7,9,0,0,0
"2",0,0,0,0,3,0
"3",2,0,0,3,0,0
"4",3,0,0,1,0,0
"5",6,13,8,0,0,0
"6",1,0,0,2,0,0
"7",18,0,0,0,0,0
"8",20,0,2,1,0,0
"9",7,0,0,0,4,0
"10",1,0,0,0,0,0
"11",10,4,3,0,0,0
"12",2,0,3,0,2,0
"13",10,0,7,0,0,0
"14",4,0,3,0,0,0
"15",12,1,0,0,0,0
"16",6,0,0,2,0,0
"17",12,0,0,0,1,0
"18",0,4,0,0,0,0
"19",14,0,2,0,0,0
"20",15,3,0,2,0,0
"21",1,0,0,1,0,0
"22",2,0,0,1,0,0
"23",16,9,7,0,0,0
"24",9,1,1,0,0,0
"25",1,0,0,0,2,0
"26",17,4,0,0,0,0
"27",12,3,6,0,0,0
"28",3,0,3,0,0,0
"29",17,0,2,2,1,0
"30",0,0,0,0,0,0
"31",2,1,0,3,0,0
"32",13,11,2,0,0,0
"33",2,0,0,0,0,0
"34",3,0,0,0,2,0
"35",16,0,0,0,1,0
"36",5,0,2,0,0,0
"37",6,7,0,0,1,0
"38",0,0,0,3,0,0
"39",0,0,0,2,0,0
"40",16,1,0,0,0,0
"41",10,0,0,0,3,0
"42",0,0,0,0,0,0
"43",7,4,0,0,0,0
"44",0,0,0,3,0,0
"45",0,0,0,0,1,0
"46",0,0,0,3,0,0
"47",14,0,3,0,1,0
"48",0,0,4,0,0,0
"49",12,7,0,1,0,0
"50",0,2,0,3,0,0
"51",2,2,0,2,0,0
"52",16,5,0,0,1,0
"53",6,0,0,0,2,0
"54",0,2,0,0,0,0
"55",5,0,3,0,0,0
"56",0,0,0,0,1,0
"57",18,3,2,0,0,0
"58",7,8,2,5,0,0
"59",7,0,0,4,1,0
"60",1,0,0,0,2,0
"61",0,0,0,2,0,0
"62",1,0,3,0,0,0
"63",2,3,0,0,0,0
"64",0,0,0,0,1,0
"65",0,0,3,0,0,0
"66",5,5,0,2,0,0
"67",0,0,0,0,0,0
"68",24,0,4,0,0,0
"69",6,2,0,0,0,0
"70",15,0,0,0,3,0
"71",2,0,0,3,0,0
"72",2,2,0,3,0,0
"73",10,0,0,0,1,0
"74",4,3,0,0,0,0
"75",18,0,0,0,0,0
"76",0,0,0,0,1,0
"77",2,0,0,2,0,0
"78",15,0,0,3,0,0
"79",1,0,0,0,0,0
"80",11,3,3,2,0,0
"81",13,0,3,0,0,0
"82",14,5,0,0,3,0
"83",12,4,0,0,0,0
"84",1,0,3,0,0,0
"85",0,1,0,0,0,0
"86",13,1,0,0,0,1
"87",3,1,3,0,0,0
"88",0,0,0,1,0,0
"89",20,1,0,0,3,0
"90",0,0,1,0,0,0
"91",1,0,3,0,0,0
"92",0,0,0,0,3,0
"93",14,0,0,0,1,0
"94",0,0,0,3,0,0
"95",0,0,0,0,3,0
"96",17,2,0,1,0,0
"97",6,0,4,0,0,0
"98",4,0,0,0,1,0
"99",22,1,0,0,0,0
"100",2,0,0,0,4,0
"101",2,0,0,0,1,0
"102",1,0,0,0,0,0
"103",19,0,2,0,0,0
"104",1,0,0,3,0,0
"105",3,0,0,0,2,0
"106",1,0,0,4,0,0
"107",10,0,1,0,0,0
"108",1,0,0,0,2,0
"109",10,2,4,0,0,0
"110",6,0,0,0,1,0
"111",5,0,3,5,0,0
"112",2,0,3,0,0,0
"113",7,0,0,0,0,0
"114",13,0,0,0,2,0
"115",1,0,0,0,2,0
"116",10,2,5,0,1,0
"117",8,0,0,2,0,0
"118",20,0,0,0,3,0
"119",15,2,3,0,0,0
"120",15,0,0,2,0,0
"121",15,0,2,2,2,0
"122",1,0,0,0,2,0
"123",3,18,3,0,0,0
"124",6,0,0,0,0,0
"125",1,0,0,0,0,0
"126",0,0,0,0,2,0
"127",13,1,0,0,0,0
"128",1,0,0,0,0,0
"129",0,0,0,1,0,0
"130",5,0,3,0,0,0
