"","V1","V2","V3","V4","V5","V6"
"1",0,4,0,0,4,40
"2",4,4,4,12,24,0
"3",4,0,40,0,4,0
"4",0,0,8,12,28,0
"5",24,20,0,0,4,0
"6",0,8,8,24,8,0
"7",4,0,0,4,8,32
"8",4,4,8,28,0,4
"9",0,4,0,16,20,8
"10",0,0,4,8,20,16
"11",8,12,8,20,0,0
"12",4,4,12,8,20,0
"13",0,8,4,32,4,0
"14",0,0,8,4,24,12
"15",4,0,4,4,4,32
"16",4,0,4,8,4,28
"17",4,0,4,8,8,24
"18",0,8,4,0,32,4
"19",4,0,0,12,24,8
"20",0,0,4,40,4,0
"21",0,4,4,4,32,4
"22",4,8,24,8,4,0
"23",4,4,4,16,20,0
"24",4,8,8,16,12,0
"25",4,0,4,0,8,32
"26",4,8,8,0,4,24
"27",12,8,12,12,4,0
"28",0,0,4,12,28,4
"29",0,8,4,12,16,8
"30",8,8,4,24,4,0
"31",4,0,4,16,20,4
"32",0,4,4,4,12,24
"33",4,0,0,0,16,28
"34",0,0,0,16,16,16
"35",0,0,4,4,4,36
"36",0,0,8,36,4,0
"37",4,0,0,28,8,8
"38",4,4,0,4,0,36
"39",4,4,0,8,24,8
"40",4,0,0,4,8,32
"41",0,4,4,4,0,36
"42",4,8,28,4,4,0
"43",4,40,4,0,0,0
"44",4,0,4,4,0,36
"45",4,0,0,8,8,28
"46",0,0,4,4,36,4
"47",0,4,4,12,12,16
"48",4,4,0,16,12,12
"49",0,0,4,4,4,36
"50",4,4,32,4,4,0
"51",8,0,0,32,8,0
"52",0,8,8,12,16,4
"53",12,4,4,16,12,0
"54",0,12,4,20,8,4
"55",4,0,4,0,36,4
"56",0,8,16,24,0,0
"57",0,4,0,16,28,0
"58",0,8,0,4,0,36
"59",4,4,16,20,0,4
"60",0,0,8,16,20,4
"61",4,0,0,4,16,24
"62",0,4,4,36,4,0
"63",16,12,16,0,4,0
"64",0,4,0,32,8,4
"65",0,4,0,24,8,12
"66",0,4,4,4,0,36
"67",0,0,4,0,12,32
"68",4,4,0,4,28,8
"69",0,4,4,16,16,8
"70",4,0,0,4,12,28
"71",8,4,28,8,0,0
"72",0,4,0,16,28,0
"73",8,28,4,4,4,0
"74",0,8,4,20,12,4
"75",4,8,0,12,16,8
"76",0,0,4,28,12,4
"77",0,8,4,16,20,0
"78",4,4,8,24,8,0
"79",4,0,4,0,12,28
"80",0,4,0,4,36,4
"81",0,0,12,24,8,4
"82",8,0,4,0,4,32
"83",0,4,0,4,8,32
"84",0,8,0,8,16,16
"85",0,4,0,4,36,4
"86",0,0,4,4,28,12
"87",4,0,0,4,20,20
"88",4,0,0,8,32,4
"89",0,0,0,4,20,24
"90",0,0,8,0,4,36
"91",0,4,4,0,4,36
"92",4,4,4,0,28,8
"93",4,0,0,0,40,4
"94",4,0,0,0,28,16
"95",0,0,0,8,36,4
"96",0,4,0,40,4,0
"97",0,0,4,0,36,8
"98",4,0,4,36,4,0
"99",0,4,0,4,32,8
"100",4,4,4,20,12,4
"101",0,0,4,12,4,28
"102",0,4,0,0,20,24
"103",4,0,4,0,4,36
"104",0,0,0,12,32,4
"105",0,0,0,20,28,0
"106",0,8,0,32,4,4
"107",4,0,36,4,4,0
"108",0,0,8,8,32,0
"109",0,0,4,0,8,36
"110",0,4,4,0,8,32
"111",8,4,4,24,8,0
"112",4,8,28,4,0,4
"113",8,12,24,4,0,0
"114",0,0,0,0,12,36
"115",0,4,0,4,28,12
"116",4,0,0,40,4,0
"117",0,0,4,28,12,4
"118",4,4,4,8,24,4
"119",4,0,32,8,4,0
"120",4,4,0,0,8,32
"121",0,4,8,32,4,0
"122",0,4,0,4,12,28
"123",0,0,8,36,4,0
"124",8,0,8,4,16,12
"125",4,0,8,4,0,32
"126",4,0,40,4,0,0
"127",0,4,4,16,16,8
"128",0,4,0,4,16,24
"129",0,4,4,0,4,36
"130",0,0,8,8,32,0
