"","x"
"1",6
"2",6
"3",5
"4",7
"5",7
"6",8
"7",7
"8",9
"9",6
"10",7
"11",7
"12",4
"13",8
"14",7
"15",8
"16",8
"17",6
"18",3
"19",9
"20",10
"21",4
"22",10
"23",3
"24",7
"25",6
"26",4
"27",5
"28",4
"29",9
"30",8
"31",6
"32",4
"33",6
"34",5
"35",5
"36",10
"37",7
"38",9
"39",4
"40",6
"41",3
"42",8
"43",6
"44",4
"45",1
"46",9
"47",10
"48",11
"49",5
"50",9
"51",8
"52",5
"53",5
"54",5
"55",7
"56",6
"57",7
"58",9
"59",7
"60",5
"61",2
"62",9
"63",6
"64",7
"65",9
"66",4
"67",7
"68",7
"69",7
"70",10
"71",11
"72",4
"73",7
"74",8
"75",5
"76",11
"77",9
"78",5
"79",8
"80",6
"81",9
"82",4
"83",1
"84",8
"85",7
"86",6
"87",6
"88",5
"89",5
"90",6
"91",8
"92",6
"93",10
"94",6
"95",6
"96",7
"97",10
"98",11
"99",6
"100",9
"101",10
"102",8
"103",14
"104",13
"105",8
"106",2
"107",7
"108",5
"109",5
"110",6
"111",5
"112",10
"113",3
"114",7
"115",10
"116",5
"117",7
"118",11
"119",7
"120",6
"121",6
"122",9
"123",5
"124",8
"125",6
"126",4
"127",6
"128",6
"129",12
"130",6
"131",6
"132",6
"133",7
"134",7
"135",6
"136",8
"137",15
"138",7
"139",4
"140",4
"141",7
"142",11
"143",11
"144",5
"145",9
"146",7
"147",7
"148",5
"149",7
"150",12
"151",5
"152",6
"153",6
"154",7
"155",4
"156",8
"157",3
"158",5
"159",8
"160",9
"161",8
"162",6
"163",8
"164",7
"165",7
"166",2
"167",5
"168",6
"169",9
"170",8
"171",10
"172",7
"173",4
"174",7
"175",4
"176",6
"177",8
"178",4
"179",7
"180",6
"181",4
"182",5
"183",9
"184",7
"185",5
"186",5
"187",4
"188",9
"189",5
"190",4
"191",6
"192",7
"193",7
"194",8
"195",6
"196",3
"197",4
"198",11
"199",7
"200",12
"201",9
"202",5
"203",6
"204",6
"205",6
"206",9
"207",6
"208",8
"209",11
"210",3
"211",6
"212",7
"213",7
"214",6
"215",6
"216",6
"217",3
"218",3
"219",9
"220",2
"221",9
"222",6
"223",6
"224",3
"225",5
"226",10
"227",7
"228",8
"229",10
"230",2
"231",4
"232",3
"233",5
"234",11
"235",7
"236",9
"237",7
"238",8
"239",3
"240",7
"241",5
"242",5
"243",9
"244",10
"245",8
"246",7
"247",10
"248",9
"249",10
"250",9
"251",6
"252",10
"253",6
"254",7
"255",11
"256",8
"257",5
"258",12
"259",9
"260",6
"261",7
"262",6
"263",9
"264",6
"265",4
"266",8
"267",9
"268",12
"269",3
"270",6
"271",4
"272",6
"273",11
"274",6
"275",10
"276",7
"277",6
"278",11
"279",6
"280",7
"281",10
"282",11
"283",12
"284",6
"285",9
"286",9
"287",8
"288",6
"289",8
"290",6
"291",10
"292",10
"293",9
"294",7
"295",8
"296",8
"297",4
"298",7
"299",10
"300",8
"301",8
"302",6
"303",10
"304",5
"305",15
"306",11
"307",8
"308",7
"309",9
"310",3
"311",9
"312",5
"313",5
"314",7
"315",5
"316",8
"317",5
"318",4
"319",5
"320",7
"321",9
"322",5
"323",7
"324",6
"325",6
"326",9
"327",10
"328",11
"329",4
"330",5
"331",11
"332",7
"333",8
"334",9
"335",8
"336",7
"337",8
"338",3
"339",5
"340",7
"341",5
"342",7
"343",8
"344",4
"345",5
"346",8
"347",10
"348",9
"349",4
"350",11
"351",9
"352",8
"353",9
"354",7
"355",6
"356",3
"357",8
"358",4
"359",7
"360",4
"361",9
"362",8
"363",9
"364",9
"365",7
"366",8
"367",16
"368",5
"369",9
"370",7
"371",6
"372",5
"373",6
"374",9
"375",7
"376",7
"377",6
"378",8
"379",8
"380",10
"381",6
"382",9
"383",4
"384",9
"385",5
"386",10
"387",6
"388",8
"389",7
"390",8
"391",5
"392",7
"393",8
"394",8
"395",13
"396",7
"397",4
"398",5
"399",5
"400",11
"401",10
"402",8
"403",6
"404",6
"405",3
"406",5
"407",7
"408",8
"409",15
"410",5
"411",3
"412",7
"413",5
"414",6
"415",6
"416",6
"417",6
"418",11
"419",9
"420",10
