"","x"
"1",3
"2",2
"3",5
"4",5
"5",4
"6",7
"7",3
"8",4
"9",3
"10",7
"11",6
"12",8
"13",3
"14",4
"15",4
"16",6
"17",5
"18",4
"19",3
"20",1
"21",6
"22",8
"23",5
"24",4
"25",3
"26",3
"27",4
"28",5
"29",5
"30",5
"31",3
"32",5
"33",3
"34",5
"35",5
"36",3
"37",4
"38",4
"39",2
"40",4
"41",5
"42",5
"43",5
"44",5
"45",2
"46",3
"47",3
"48",4
"49",4
"50",3
"51",6
"52",3
"53",5
"54",3
"55",4
"56",4
"57",4
"58",5
"59",4
"60",4
"61",8
"62",6
"63",6
"64",9
"65",6
"66",3
"67",5
"68",3
"69",6
"70",5
"71",6
"72",6
"73",5
"74",2
"75",5
"76",7
"77",3
"78",6
"79",5
"80",4
"81",5
"82",4
"83",5
"84",5
"85",5
"86",8
"87",2
"88",3
"89",4
"90",5
"91",4
"92",6
"93",9
"94",5
"95",3
"96",6
"97",7
"98",7
"99",5
"100",2
"101",6
"102",3
"103",6
"104",3
"105",2
"106",4
"107",3
"108",3
"109",2
"110",5
"111",4
"112",4
"113",7
"114",4
"115",6
"116",4
"117",4
"118",8
"119",7
"120",5
"121",5
"122",3
"123",3
"124",4
"125",3
"126",4
"127",4
"128",5
"129",5
"130",4
"131",4
"132",6
"133",5
"134",3
"135",4
"136",4
"137",2
"138",2
"139",5
"140",2
"141",6
"142",5
"143",7
"144",7
"145",4
"146",6
"147",5
"148",6
"149",4
"150",6
"151",5
"152",6
"153",6
"154",6
"155",4
"156",5
"157",7
"158",6
"159",2
"160",4
"161",4
"162",4
"163",4
"164",5
"165",3
"166",4
"167",3
"168",7
"169",2
"170",4
"171",3
"172",5
"173",6
"174",6
"175",7
"176",4
"177",4
"178",4
"179",5
"180",2
"181",4
"182",5
"183",5
"184",6
"185",4
"186",4
"187",7
"188",2
"189",3
"190",3
"191",5
"192",4
"193",5
"194",6
"195",4
"196",6
"197",6
"198",4
"199",7
"200",4
"201",5
"202",3
"203",4
"204",7
"205",7
"206",5
"207",3
"208",6
"209",4
"210",3
"211",6
"212",5
"213",4
"214",4
"215",5
"216",4
"217",4
"218",3
"219",4
"220",4
"221",2
"222",4
"223",6
"224",3
"225",4
"226",5
"227",4
"228",5
"229",5
"230",4
"231",4
"232",6
"233",5
"234",4
"235",7
"236",6
"237",4
"238",6
"239",4
"240",5
"241",6
"242",5
"243",8
"244",6
"245",5
"246",7
"247",5
"248",4
"249",5
"250",5
"251",5
"252",7
"253",6
"254",3
"255",5
"256",5
"257",3
"258",5
"259",5
"260",4
"261",3
"262",5
"263",4
"264",5
"265",3
"266",6
"267",6
"268",6
"269",6
"270",4
"271",6
"272",4
"273",6
"274",4
"275",3
"276",6
"277",6
"278",2
"279",3
"280",5
"281",5
"282",6
"283",5
"284",5
"285",4
"286",5
"287",3
"288",5
"289",7
"290",6
"291",4
"292",5
"293",4
"294",4
"295",6
"296",2
"297",4
"298",3
"299",2
"300",6
"301",2
"302",7
"303",4
"304",4
"305",5
"306",5
"307",3
"308",4
"309",2
"310",5
"311",6
"312",8
"313",4
"314",2
"315",4
"316",6
"317",6
"318",4
"319",4
"320",3
"321",5
"322",6
"323",4
"324",2
"325",4
"326",5
"327",6
"328",2
"329",6
"330",5
"331",6
